valid_post_set,post_text_proportion,avg_post_word_count,prop_posts_with_date,dates_per_post,prop_posts_with_post_term,post_terms_per_post,avg_sent_length,cv_post_word_count,avg_post_similarity,lexical_diversity,words_per_line,mean_element_count,post_count
0,0.99,26.88,0.25,0.75,0.25,0.75,19.55,1.19,0.19,0.56,26.88,24.0,8
1,1.49,86.38,1.0,1.52,1.0,1.52,24.85,2.23,0.11,0.25,51.83,31.33,21
0,0.06,1.68,0.0,0.0,0.0,0.0,1.68,0.73,0.22,0.59,1.68,3.59,41
1,0.87,44.8,1.0,1.6,1.0,1.6,44.8,1.1,0.4,0.43,1.15,40.4,5
1,0.32,72.2,1.0,1.6,1.0,1.6,20.06,0.08,0.32,0.51,14.44,10.0,5
0,0.69,19.7,0.0,0.0,0.0,0.0,17.91,1.39,0.22,0.16,1.9,15.82,40
1,0.76,103.5,1.0,3.0,1.0,3.0,27.24,0.16,0.15,0.4,1.48,3.0,10
0,0.22,1.94,0.0,0.0,0.0,0.0,1.94,3.12,0.24,0.15,1.32,8.59,157
1,0.89,52.75,1.0,1.06,1.0,1.06,21.64,0.22,0.12,0.52,5.34,10.81,16
1,0.95,128.9,1.0,1.0,1.0,1.0,20.79,0.3,0.13,0.37,6.75,19.4,10
0,0.99,337.25,0.25,2.5,0.25,2.5,22.48,1.88,0.07,0.37,5.23,58.0,4
1,0.96,332.2,1.0,3.0,1.0,3.0,22.0,0.64,0.04,0.28,9.49,41.4,10
0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.64,0.21,1.0,1.4,3.0,5
1,0.71,40.6,1.0,1.0,1.0,1.0,29.0,0.15,0.16,0.42,1.23,21.0,10
0,0.07,2.0,0.0,0.0,0.0,0.0,2.0,0.4,0.82,0.42,0.4,4.5,20
1,0.9,8.66,0.0,0.0,0.0,0.0,8.51,0.76,0.22,0.63,8.66,6.6,58
1,0.95,355.2,1.0,2.3,1.0,2.3,22.2,1.05,0.05,0.35,20.18,28.8,10
0,0.04,83.5,0.5,0.5,0.5,0.5,27.83,1.26,0.01,0.75,4.91,79.0,2
1,0.57,28.05,0.84,0.95,0.84,0.95,20.5,0.48,0.29,0.53,3.05,21.0,19
0,0.09,2.27,0.0,0.0,0.0,0.0,2.27,0.38,0.26,0.61,2.27,4.92,37
1,1.14,39.09,0.92,1.66,0.92,1.66,28.38,3.63,0.35,0.2,1.08,22.74,53
0,0.12,1.86,0.0,0.0,0.0,0.0,1.86,0.56,0.17,0.8,1.86,3.07,122
1,0.56,75.64,0.91,1.09,0.91,1.09,21.33,0.33,0.11,0.44,15.41,18.64,11
0,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.64,0.64,1.0,3.07,42
1,0.61,69.0,1.0,1.7,1.0,1.7,25.56,0.1,0.09,0.5,2.3,3.0,10
0,0.12,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.21,3.0,3.0,45
1,0.72,44.0,1.0,1.0,1.0,1.0,24.44,0.8,0.19,0.44,1.29,20.6,15
0,0.04,1.5,0.0,0.0,0.0,0.0,1.5,0.44,0.27,0.94,0.58,4.92,24
1,10.1,402.6,1.0,7.85,1.0,7.85,29.82,0.54,0.22,0.05,10.14,262.35,20
0,0.03,1.5,0.0,0.0,0.0,0.0,1.5,0.52,0.37,0.52,0.75,6.39,18
1,0.87,23.7,0.0,0.0,0.0,0.0,16.93,0.15,0.28,0.62,23.7,16.0,10
0,0.1,6.5,0.25,0.75,0.25,0.75,6.5,0.78,0.26,0.88,6.5,4.75,4
1,0.51,27.61,0.83,1.44,0.83,1.44,20.71,2.13,0.3,0.31,27.61,43.78,18
0,0.28,1.93,0.0,0.0,0.0,0.0,1.93,0.64,0.19,0.38,1.93,3.49,142
1,0.81,38.4,1.0,1.2,1.0,1.2,22.59,0.24,0.33,0.54,3.0,19.0,10
1,0.76,36.57,0.0,0.0,0.0,0.0,21.33,0.3,0.13,0.47,1.72,28.5,14
0,0.07,1.53,0.03,0.03,0.03,0.03,1.53,0.64,0.37,0.87,0.52,4.87,30
1,0.89,111.67,1.0,7.5,1.0,7.5,35.26,0.08,0.32,0.43,111.67,50.83,6
0,0.21,4.44,0.67,1.33,0.67,1.33,4.44,0.75,0.28,0.42,4.44,4.58,36
1,0.46,40.25,1.0,1.0,1.0,1.0,21.26,0.56,0.17,0.38,2.85,18.36,28
0,0.12,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.61,0.11,4.0,3.5,76
1,0.81,37.41,0.0,0.0,0.0,0.0,17.5,1.22,0.18,0.31,1.36,22.34,29
0,0.07,2.14,0.0,0.0,0.0,0.0,2.14,0.42,0.34,0.49,0.62,5.07,43
1,0.61,55.78,0.7,1.7,0.7,1.7,25.97,0.58,0.27,0.32,1.32,29.3,27
0,0.02,1.88,0.0,0.0,0.0,0.0,1.88,0.17,0.39,0.47,0.44,4.27,26
1,0.43,65.1,1.0,1.1,1.0,1.1,26.04,0.28,0.18,0.45,1.32,33.5,10
0,0.17,2.36,0.0,0.0,0.0,0.0,2.36,0.45,0.47,0.65,0.39,4.06,108
1,0.46,17.2,1.0,1.13,1.0,1.13,16.12,0.26,0.36,0.56,2.87,22.0,15
0,0.24,2.98,0.33,0.33,0.33,0.33,2.98,0.42,0.26,0.31,2.98,4.11,45
1,0.81,128.64,0.91,1.18,0.91,1.18,31.44,0.27,0.07,0.4,9.31,12.91,11
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.52,0.47,0.33,2.0,3.42,12
1,0.66,64.45,1.0,1.1,1.0,1.1,28.02,0.31,0.1,0.46,3.16,17.25,20
0,0.06,1.95,0.0,0.0,0.0,0.0,1.95,0.48,0.2,0.77,1.95,3.94,64
1,0.29,20.22,1.0,1.0,1.0,1.0,15.17,0.32,0.46,0.56,20.22,10.0,9
0,0.1,3.05,0.0,0.0,0.0,0.0,3.05,0.47,0.28,0.7,3.05,4.0,21
1,0.9,161.3,1.0,2.2,1.0,2.2,14.53,0.38,0.05,0.37,5.25,30.9,10
0,0.9,1613.0,1.0,19.0,1.0,19.0,14.66,0,1,0.37,5.22,292.0,1
1,0.96,338.6,1.0,2.5,1.0,2.5,27.98,1.35,0.12,0.29,11.21,42.8,10
0,0.01,2.26,0.0,0.0,0.0,0.0,2.26,0.47,0.72,0.29,2.26,3.22,23
1,0.2,51.33,1.0,1.0,1.0,1.0,21.0,0.08,0.2,0.57,2.14,3.0,9
0,0.06,2.0,0.0,0.0,0.0,0.0,2.0,0.48,0.22,0.68,1.94,5.17,65
1,1.0,641.3,0.6,1.4,0.6,1.4,21.67,0.66,0.03,0.25,7.18,53.2,10
0,0.02,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.74,0.06,0.5,4.8,40
1,1.94,1324.15,1.0,2.38,1.0,2.38,21.85,1.7,0.04,0.12,25.85,88.92,13
1,0.85,39.48,0.93,1.44,0.93,1.44,26.65,0.36,0.13,0.42,2.38,13.74,27
0,0.14,7.12,1.0,1.56,1.0,1.56,7.12,0.16,0.59,0.31,2.23,5.08,25
1,0.86,40.0,0.58,0.58,0.58,0.58,20.0,0.14,0.11,0.48,40.0,32.04,24
0,0.03,1.21,0.0,0.0,0.0,0.0,1.21,0.34,0.15,0.94,1.21,4.1,29
1,0.58,65.3,1.0,1.0,1.0,1.0,46.64,0.1,0.28,0.29,2.84,25.3,10
0,0.07,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.58,0.25,1.6,4.0,20
1,0.98,60.83,1.0,1.36,1.0,1.36,27.03,0.43,0.14,0.29,3.94,11.8,64
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.88,1.0,0.2,4.0,5
1,0.32,31.07,1.0,1.0,1.0,1.0,29.12,0.13,0.56,0.59,7.77,17.0,15
0,0.1,1.63,0.0,0.0,0.0,0.0,1.63,0.53,0.71,0.41,0.31,3.7,89
1,0.95,61.0,1.0,1.0,1.0,1.0,20.33,0.4,0.12,0.51,7.62,12.57,7
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.17,1.0,3.0,6
1,0.49,6.88,1.0,1.0,1.0,1.0,6.88,0.05,0.75,0.56,0.15,27.62,8
0,0.12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07,0.33,5.5,14
1,0.77,27.73,1.0,1.0,1.0,1.0,27.73,0.18,0.35,0.31,1.03,25.07,15
1,0.88,106.1,1.0,1.6,1.0,1.6,39.3,0.63,0.09,0.4,5.33,34.2,10
0,0.03,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.6,0.5,4.0,3.0,9
1,1.67,125.32,1.0,2.48,1.0,2.48,28.36,2.7,0.13,0.15,11.53,29.06,31
1,0.9,78.9,0.1,0.1,0.1,0.1,19.73,0.62,0.06,0.41,9.39,10.5,10
0,0.01,1.2,0.0,0.0,0.0,0.0,1.2,0.37,0.21,1.0,1.2,3.0,5
1,0.72,194.6,1.0,1.6,1.0,1.6,24.02,0.14,0.16,0.29,1.89,59.9,10
0,0.3,3.86,0.09,0.78,0.09,0.78,3.86,1.56,0.57,0.11,0.2,11.23,208
1,0.95,131.14,0.86,1.0,0.86,1.0,27.0,0.58,0.07,0.44,2.56,30.71,7
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.17,1.0,3.42,12
1,0.96,2100.8,0.4,3.2,0.4,3.2,39.49,1.45,0.03,0.19,10.23,189.0,5
0,0.02,1.32,0.0,0.0,0.0,0.0,1.32,0.45,0.26,0.02,1.32,3.0,185
1,0.97,231.2,1.0,1.4,1.0,1.4,16.28,0.85,0.05,0.43,8.76,41.2,5
0,0.01,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.38,1.33,4.5,2
1,0.87,79.5,1.0,1.6,1.0,1.6,21.49,0.32,0.09,0.39,79.5,22.4,10
1,1.02,21.7,0.0,0.0,0.0,0.0,15.5,0.36,0.21,0.7,18.08,17.85,20
0,0.14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21,0.73,1.0,3.95,59
1,0.95,87.4,1.0,2.3,1.0,2.3,11.06,0.65,0.09,0.48,4.28,16.1,10
0,0.99,457.0,0.5,8.5,0.5,8.5,11.15,1.41,0.0,0.49,3.35,109.5,2
1,0.98,79.76,1.0,1.09,1.0,1.09,18.83,0.35,0.14,0.3,8.24,13.12,34
0,0.03,1.23,0.02,0.03,0.02,0.03,1.23,0.93,0.22,0.57,1.23,3.02,61
1,0.92,75.9,1.0,1.8,1.0,1.8,18.07,0.05,0.21,0.43,2.79,21.2,10
0,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19,1.0,1.0,4.0,34
1,0.71,19.0,0.0,0.0,0.0,0.0,19.0,0.21,0.39,0.66,19.0,11.0,5
0,0.03,1.33,0.0,0.0,0.0,0.0,1.33,0.43,0.15,1.0,1.33,4.0,3
1,0.97,382.4,1.0,1.2,1.0,1.2,29.64,0.97,0.06,0.29,19.31,45.2,10
1,0.99,878.5,1.0,4.2,1.0,4.2,41.24,0.56,0.02,0.24,71.42,178.3,10
0,0.03,1.02,0.0,0.0,0.0,0.0,1.02,0.12,0.1,0.06,1.02,3.0,254
1,0.92,32.6,1.0,2.7,1.0,2.7,25.08,0.74,0.19,0.65,1.72,14.0,10
1,0.59,17.71,0.0,0.0,0.0,0.0,12.4,0.69,0.26,0.62,2.58,7.93,14
0,0.94,66.33,0.0,0.0,0.0,0.0,15.31,1.26,0.12,0.56,2.91,22.5,6
1,0.9,69.7,0.9,0.9,0.9,0.9,21.12,0.05,0.13,0.47,4.65,7.0,10
0,0.97,745.0,1.0,8.0,1.0,8.0,28.65,0,1,0.47,4.28,68.0,1
1,0.89,89.5,1.0,2.0,1.0,2.0,26.32,0.08,0.13,0.35,7.46,34.9,10
0,0.03,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.59,0.47,4.0,3.0,8
1,0.98,78.67,0.33,0.33,0.33,0.33,18.15,0.47,0.07,0.48,6.44,11.67,9
0,0.98,708.0,1.0,3.0,1.0,3.0,22.84,0,1,0.48,6.27,91.0,1
1,0.98,365.7,0.0,0.0,0.0,0.0,24.06,1.2,0.06,0.24,8.47,58.9,10
1,0.82,24.0,1.0,1.9,1.0,1.9,24.0,0.33,0.72,0.4,0.27,56.4,10
1,0.32,24.12,0.5,0.5,0.5,0.5,13.79,0.54,0.34,0.61,1.61,17.5,8
1,1.35,90.57,1.0,1.76,1.0,1.76,24.38,2.39,0.1,0.29,11.96,33.62,21
0,0.06,1.89,0.0,0.0,0.0,0.0,1.89,0.43,0.25,0.46,1.89,4.45,47
1,0.72,235.2,0.6,1.1,0.6,1.1,20.45,0.97,0.05,0.37,8.05,57.3,10
0,0.02,1.28,0.0,0.0,0.0,0.0,1.28,0.47,0.18,0.13,1.28,3.0,54
1,0.98,811.0,1.0,3.2,1.0,3.2,35.57,0.85,0.03,0.27,7.86,73.6,5
0,0.01,3.4,0.0,0.0,0.0,0.0,3.4,0.67,0.31,0.41,1.7,3.9,10
1,0.98,60.3,1.0,1.04,1.0,1.04,20.15,0.28,0.12,0.2,3.64,12.25,134
0,0.03,1.16,0.0,0.0,0.0,0.0,1.16,0.32,0.48,0.06,1.16,3.0,245
1,0.78,80.4,1.0,1.3,1.0,1.3,23.65,0.04,0.23,0.39,3.92,50.0,10
0,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41,0.07,1.0,6.53,40
1,0.5,73.12,0.62,1.5,0.62,1.5,29.25,0.32,0.08,0.48,5.04,23.75,8
1,1.89,123.71,0.0,0.0,0.0,0.0,15.75,2.22,0.05,0.18,123.71,27.24,21
1,0.73,97.4,1.0,1.2,1.0,1.2,24.35,0.26,0.12,0.49,1.95,46.2,5
1,1.3,167.3,0.1,0.1,0.1,0.1,20.4,1.77,0.21,0.23,4.75,43.9,10
0,0.56,723.0,0.0,0.0,0.0,0.0,20.66,0,1,0.42,8.22,128.0,1
1,0.8,106.0,1.0,1.0,1.0,1.0,29.44,0.07,0.52,0.17,7.68,35.3,10
1,0.72,24.76,0.4,0.4,0.4,0.4,15.1,0.6,0.32,0.39,1.21,17.88,25
1,0.58,32.88,0.25,0.25,0.25,0.25,21.92,0.97,0.15,0.65,4.78,6.12,8
1,0.97,2665.6,1.0,7.2,1.0,7.2,27.88,0.42,0.01,0.22,27.2,123.0,5
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.52,0.21,2.0,3.0,52
1,0.8,36.89,1.0,1.0,1.0,1.0,32.28,0.13,0.2,0.39,1.29,22.04,28
1,0.21,42.45,1.0,1.25,1.0,1.25,29.28,0.52,0.13,0.44,2.88,21.8,20
1,0.99,72.46,1.0,1.21,1.0,1.21,24.15,0.21,0.25,0.36,2.44,15.29,24
0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.37,0.35,1.0,0.4,8.4,5
1,0.8,2.67,0.0,0.0,0.0,0.0,2.67,0.33,0.37,0.62,2.67,17.58,12
0,0.7,1.47,0.0,0.0,0.0,0.0,1.47,0.35,0.31,0.57,1.47,3.0,19
1,1.09,79.43,0.0,0.0,0.0,0.0,30.05,2.68,0.17,0.41,69.5,44.86,14
0,0.07,2.11,0.0,0.0,0.0,0.0,2.11,0.71,0.2,0.8,2.11,3.81,36
1,0.99,1883.1,1.0,22.8,1.0,22.8,33.45,0.86,0.01,0.14,9.94,70.4,10
1,0.84,31.33,1.0,1.0,1.0,1.0,25.07,0.28,0.21,0.47,31.33,14.0,12
0,0.01,1.67,0.0,0.0,0.0,0.0,1.67,0.69,0.21,1.0,1.67,8.67,3
1,0.74,163.14,1.0,1.71,1.0,1.71,49.65,1.11,0.19,0.21,0.83,140.43,7
0,0.09,1.8,0.0,0.0,0.0,0.0,1.8,0.37,0.19,0.41,1.8,3.01,74
1,0.98,160.85,1.0,1.1,1.0,1.1,46.62,1.34,0.19,0.27,2.28,63.75,20
0,0.01,1.43,0.0,0.0,0.0,0.0,1.43,0.35,0.39,0.42,0.48,4.25,28
1,0.13,12.17,0.0,0.0,0.0,0.0,12.17,0.22,0.34,0.75,0.66,14.0,6
0,0.14,8.0,1.0,1.0,1.0,1.0,8.0,0.0,0.58,0.38,8.0,3.0,10
1,0.78,62.1,1.0,1.7,1.0,1.7,31.05,0.16,0.22,0.41,2.96,37.1,10
1,0.85,88.0,1.0,1.4,1.0,1.4,32.59,0.05,0.11,0.44,7.33,20.2,10
1,0.71,29.1,1.0,1.3,1.0,1.3,22.38,0.15,0.44,0.51,1.21,19.3,10
0,0.13,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.55,0.38,4.0,3.77,13
1,1.44,66.43,1.0,1.77,1.0,1.77,32.75,3.53,0.19,0.29,2.62,46.29,35
1,0.42,34.43,0.96,1.74,0.96,1.74,13.2,1.0,0.23,0.34,0.96,19.04,23
0,0.25,34.36,1.0,9.21,1.0,9.21,34.36,0.89,0.31,0.09,0.3,48.64,14
1,0.92,130.5,1.0,1.2,1.0,1.2,36.25,0.17,0.21,0.24,7.25,39.1,10
1,0.8,49.82,0.09,0.09,0.09,0.09,13.7,1.57,0.19,0.52,2.26,14.91,11
0,0.09,10.17,0.17,0.17,0.17,0.17,7.62,1.04,0.37,0.7,3.05,4.33,6
1,0.81,198.62,1.0,1.62,1.0,1.62,22.7,0.46,0.06,0.42,12.32,34.0,8
0,0.02,1.33,0.0,0.0,0.0,0.0,1.33,0.36,0.55,0.12,1.33,3.0,24
1,0.84,102.6,1.0,1.4,1.0,1.4,22.3,0.23,0.19,0.44,2.67,27.0,5
0,0.11,6.5,0.5,0.5,0.5,0.5,6.5,0.26,0.41,0.46,0.6,8.4,10
1,0.98,16.37,1.0,1.38,1.0,1.38,12.82,0.78,0.67,0.26,1.77,7.19,134
0,0.01,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.2,3.0,3.6,5
1,0.32,40.67,1.0,1.0,1.0,1.0,33.27,0.09,0.17,0.56,36.6,29.0,9
0,0.1,2.43,0.0,0.0,0.0,0.0,2.43,0.62,0.21,0.77,2.43,4.69,49
1,0.81,35.7,1.0,1.4,1.0,1.4,32.45,0.09,0.72,0.29,0.34,74.0,10
0,0.06,1.3,0.0,0.0,0.0,0.0,1.3,0.51,0.39,0.5,0.43,3.5,20
1,0.84,32.53,1.0,1.05,1.0,1.05,26.87,0.79,0.13,0.59,21.31,18.84,19
0,0.04,1.8,0.0,0.0,0.0,0.0,1.8,0.52,0.23,0.96,1.8,3.2,15
1,1.74,92.43,1.0,1.71,1.0,1.71,19.61,1.17,0.13,0.3,32.35,23.0,7
0,0.03,1.33,0.0,0.0,0.0,0.0,1.33,0.38,0.73,0.42,1.33,3.0,9
1,0.99,39.5,0.88,0.88,0.88,0.88,24.87,0.29,0.12,0.4,39.5,14.76,34
1,0.89,84.8,1.0,1.6,1.0,1.6,42.4,0.52,0.1,0.49,84.8,38.1,10
0,0.03,1.21,0.0,0.0,0.0,0.0,1.21,0.34,0.3,0.52,1.21,3.75,24
1,0.61,74.72,1.0,2.44,1.0,2.44,29.24,0.19,0.27,0.34,1.6,33.83,18
0,0.01,1.82,0.0,0.0,0.0,0.0,1.82,0.22,0.43,0.52,0.38,4.35,17
1,0.65,10.9,1.0,1.0,1.0,1.0,9.91,0.49,0.63,0.39,0.46,18.25,20
0,0.41,7.21,1.0,1.0,1.0,1.0,7.21,0.67,0.5,0.56,0.52,12.0,19
1,0.83,66.4,1.0,1.0,1.0,1.0,18.44,0.53,0.2,0.48,2.5,18.2,10
0,0.04,1.67,0.0,0.0,0.0,0.0,1.67,0.35,0.3,0.46,1.67,3.0,21
1,0.86,545.0,1.0,1.6,1.0,1.6,23.09,0.75,0.03,0.25,33.64,35.3,10
0,0.06,24.75,1.0,1.0,1.0,1.0,24.75,0.5,0.65,0.1,2.26,15.88,16
1,0.32,31.07,1.0,1.0,1.0,1.0,29.12,0.13,0.56,0.59,7.77,17.0,15
0,0.1,1.63,0.0,0.0,0.0,0.0,1.63,0.53,0.71,0.41,0.31,3.7,89
1,0.74,28.82,0.0,0.0,0.0,0.0,15.85,0.41,0.38,0.41,2.22,3.18,11
1,0.77,35.6,0.0,0.0,0.0,0.0,16.18,0.25,0.26,0.69,1.78,20.0,5
0,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.89,0.1,1.0,3.0,10
1,1.12,53.67,1.0,2.44,1.0,2.44,32.2,1.35,0.27,0.3,53.67,16.33,9
1,0.62,9.3,1.0,1.0,1.0,1.0,9.3,0.12,0.56,0.45,0.24,29.1,10
1,0.95,67.0,0.8,0.8,0.8,0.8,18.61,0.26,0.09,0.57,5.4,13.0,5
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38,1.0,0.33,4.0,4
1,0.98,109.5,1.0,1.2,1.0,1.2,24.89,0.12,0.1,0.42,9.36,10.0,10
0,0.0,1.67,0.0,0.0,0.0,0.0,1.67,0.35,0.25,1.0,1.67,4.67,3
1,0.98,60.71,0.0,0.0,0.0,0.0,17.0,0.31,0.08,0.42,8.67,8.0,14
0,0.98,850.0,0.0,0.0,0.0,0.0,22.97,0,1,0.42,8.5,88.0,1
1,0.99,240.89,0.22,3.44,0.22,3.44,154.86,0.81,0.06,0.29,6.75,138.67,9
0,0.92,46.53,0.37,1.12,0.37,1.12,41.69,1.42,0.12,0.25,46.53,24.37,43
1,0.72,13.94,0.71,0.72,0.71,0.72,13.68,0.21,0.54,0.36,0.55,17.83,109
0,0.26,5.58,0.78,0.78,0.78,0.78,5.58,0.18,0.56,0.13,2.79,4.89,99
1,0.54,28.81,1.0,1.03,1.0,1.03,28.81,0.46,0.25,0.41,2.11,20.86,37
1,0.61,13.1,0.62,0.62,0.62,0.62,12.58,0.2,0.53,0.5,0.55,16.17,48
0,0.21,5.51,0.77,0.77,0.77,0.77,5.51,0.14,0.64,0.14,2.76,4.95,39
1,0.61,13.1,0.62,0.62,0.62,0.62,12.58,0.2,0.53,0.5,0.55,16.17,48
0,0.21,5.51,0.77,0.77,0.77,0.77,5.51,0.14,0.64,0.14,2.76,4.95,39
1,0.68,11.88,0.81,0.83,0.81,0.83,11.59,0.21,0.54,0.43,0.5,16.25,81
0,0.22,4.58,0.96,0.96,0.96,0.96,4.58,0.26,0.62,0.12,2.29,4.55,67
1,0.54,10.5,0.11,0.2,0.11,0.2,9.78,0.47,0.31,0.59,1.12,12.39,54
0,0.23,15.0,0.0,0.0,0.0,0.0,15.0,0.65,0.26,0.34,1.9,14.06,16
1,0.6,13.08,0.26,0.26,0.26,0.26,12.74,0.72,0.5,0.46,0.64,14.76,74
1,0.53,27.0,0.64,0.79,0.64,0.79,22.24,0.93,0.34,0.55,0.68,31.79,14
0,0.06,1.17,0.0,0.0,0.0,0.0,1.17,0.48,0.23,0.31,1.17,5.5,36
1,0.32,13.94,0.17,0.33,0.17,0.33,13.21,0.71,0.3,0.57,0.9,10.5,54
0,0.05,2.16,0.0,0.0,0.0,0.0,2.12,0.62,0.21,0.84,2.16,4.17,58
1,0.97,41.02,0.44,0.65,0.44,0.65,28.0,0.2,0.09,0.33,39.2,11.16,43
1,0.91,28.92,0.05,0.05,0.05,0.05,21.15,0.52,0.14,0.48,28.92,13.87,98
0,0.04,1.64,0.0,0.0,0.0,0.0,1.64,0.48,0.19,0.79,1.64,3.9,83
1,0.44,27.8,0.2,0.2,0.2,0.2,20.85,0.6,0.18,0.54,5.28,6.47,15
0,0.19,16.27,0.0,0.0,0.0,0.0,14.92,1.71,0.26,0.62,2.45,12.27,11
1,0.87,21.08,1.0,1.33,1.0,1.33,17.15,0.81,0.27,0.33,21.08,11.69,48
1,0.29,17.19,0.35,0.68,0.35,0.68,16.31,0.44,0.24,0.61,17.19,12.05,37
0,0.1,4.23,0.0,0.0,0.0,0.0,4.23,0.88,0.23,0.44,4.23,4.4,52
1,0.78,21.66,0.68,0.77,0.68,0.77,17.98,0.73,0.43,0.44,0.91,20.3,44
0,0.07,1.61,0.0,0.0,0.0,0.0,1.61,0.5,0.23,0.87,1.61,4.73,51
1,0.68,56.23,1.0,2.0,1.0,2.0,22.84,0.49,0.11,0.53,34.81,27.69,13
0,0.26,2.32,0.0,0.0,0.0,0.0,2.32,0.54,0.24,0.34,2.32,5.85,122
1,0.65,17.86,0.21,0.26,0.21,0.26,16.0,0.67,0.4,0.58,1.12,14.51,43
1,0.71,13.52,0.22,0.22,0.22,0.22,13.16,0.95,0.48,0.58,0.64,15.88,73
1,0.48,20.88,0.52,0.64,0.52,0.64,18.64,0.85,0.4,0.55,0.72,23.24,25
1,1.58,42.47,0.95,1.55,0.95,1.55,32.9,3.88,0.38,0.24,1.74,25.87,55
1,0.52,14.1,0.1,0.1,0.1,0.1,12.82,1.08,0.26,0.87,1.57,8.2,10
1,0.59,23.65,0.5,0.5,0.5,0.5,19.84,0.87,0.36,0.55,0.85,20.96,52
1,0.67,22.02,0.22,0.22,0.22,0.22,17.55,1.2,0.31,0.46,0.89,20.43,51
0,0.08,2.79,0.0,0.0,0.0,0.0,2.79,0.77,0.2,0.64,2.79,4.94,48
1,0.69,23.62,0.92,0.92,0.92,0.92,19.19,0.49,0.54,0.31,0.89,17.92,13
1,0.83,23.36,0.28,0.28,0.28,0.28,21.17,0.53,0.18,0.5,23.36,15.48,58
0,0.15,5.09,0.0,0.0,0.0,0.0,5.09,0.68,0.29,0.37,5.09,4.45,47
1,0.32,15.67,0.58,0.67,0.58,0.67,13.43,1.27,0.43,0.66,0.94,12.75,12
1,0.99,505.18,1.0,1.06,1.0,1.06,20.16,0.09,0.04,0.21,20.64,40.94,17
0,0.0,2.33,0.0,0.0,0.0,0.0,2.33,0.44,0.21,1.0,2.33,4.83,6
1,0.88,17.45,0.04,0.04,0.04,0.04,16.8,0.44,0.24,0.56,17.45,12.87,77
1,0.32,14.99,0.16,0.2,0.16,0.2,12.35,0.78,0.44,0.43,0.73,16.15,75
0,0.07,1.73,0.0,0.0,0.0,0.0,1.73,0.55,0.22,0.67,1.73,4.56,134
1,0.69,34.71,0.64,1.14,0.64,1.14,27.0,0.64,0.26,0.53,1.54,19.71,14
1,0.79,30.25,1.0,1.25,1.0,1.25,21.35,0.52,0.24,0.44,2.05,13.08,12
1,1.23,136.7,1.0,4.6,1.0,4.6,21.7,2.04,0.13,0.31,4.57,41.5,10
1,0.59,25.17,0.44,0.48,0.44,0.48,20.47,0.66,0.31,0.42,0.85,24.56,48
0,0.03,1.16,0.0,0.0,0.0,0.0,1.16,0.46,0.22,0.29,1.16,5.36,56
1,1.74,57.3,0.9,1.53,0.9,1.53,39.98,2.68,0.22,0.24,2.29,37.0,30
1,0.97,53.66,0.0,0.0,0.0,0.0,27.71,0.52,0.1,0.47,53.66,22.62,47
0,0.06,3.62,0.0,0.0,0.0,0.0,3.62,0.31,0.46,0.16,3.62,4.0,42
1,0.76,13.48,0.04,0.04,0.04,0.04,10.21,1.2,0.26,0.69,1.5,8.72,25
1,0.65,15.0,0.0,0.0,0.0,0.0,15.0,0.76,0.25,0.57,15.0,12.57,21
0,0.23,2.26,0.0,0.0,0.0,0.0,2.26,0.62,0.22,0.73,2.26,5.0,50
1,0.65,15.0,0.0,0.0,0.0,0.0,15.0,0.76,0.25,0.57,15.0,12.57,21
0,0.23,2.26,0.0,0.0,0.0,0.0,2.26,0.62,0.22,0.73,2.26,5.0,50
1,0.74,26.1,0.13,0.16,0.13,0.16,14.98,0.71,0.39,0.53,1.17,14.0,31
0,2.22,57.98,0.21,0.38,0.21,0.38,20.29,1.3,0.27,0.2,1.16,29.98,42
1,0.74,26.1,0.13,0.16,0.13,0.16,14.98,0.71,0.39,0.53,1.17,14.0,31
0,2.22,57.98,0.21,0.38,0.21,0.38,20.29,1.3,0.27,0.2,1.16,29.98,42
