valid_post_set,post_text_proportion,avg_post_word_count,prop_posts_with_date,dates_per_post,prop_posts_with_post_term,post_terms_per_post,avg_sent_length,cv_post_word_count,avg_post_similarity,lexical_diversity,words_per_line,mean_element_count,post_count
1,0.55,23.28,0.72,0.76,0.72,0.76,21.09,0.62,0.4,0.52,0.55,34.21,29
0,0.07,1.07,0.0,0.0,0.0,0.0,1.07,0.36,0.24,0.16,1.07,5.28,81
1,0.18,32.5,0.0,0.0,0.0,0.0,65.0,2.12,0.17,0.49,1.03,33.33,6
0,0.16,12.85,0.0,0.0,0.0,0.0,12.85,0.5,0.26,0.47,1.92,12.0,13
1,0.41,20.73,0.13,0.13,0.13,0.13,15.55,0.66,0.15,0.76,3.84,6.67,15
0,0.12,8.18,0.0,0.0,0.0,0.0,8.18,0.46,0.28,0.54,1.25,12.09,11
1,0.62,15.17,0.29,0.32,0.29,0.32,13.43,0.81,0.47,0.45,0.73,14.71,77
1,0.4,22.0,0.12,0.12,0.12,0.12,17.25,0.82,0.4,0.55,0.97,17.15,40
1,0.52,21.72,0.03,0.03,0.03,0.03,19.86,1.98,0.3,0.42,1.08,19.81,32
0,0.06,2.03,0.0,0.0,0.0,0.0,2.03,0.54,0.32,0.89,0.68,4.16,37
1,0.68,18.42,0.41,0.41,0.41,0.41,17.11,0.78,0.46,0.51,0.68,20.19,78
1,0.84,24.61,0.18,0.19,0.18,0.19,20.01,0.65,0.35,0.43,1.01,18.19,74
0,0.08,1.63,0.0,0.0,0.0,0.0,1.63,0.54,0.22,0.79,1.63,4.78,100
1,0.41,16.7,0.89,0.89,0.89,0.89,18.04,0.66,0.37,0.54,0.78,19.67,27
0,0.06,1.76,0.0,0.0,0.0,0.0,1.76,0.48,0.24,0.66,1.76,5.05,38
1,0.56,16.12,0.23,0.25,0.23,0.25,15.0,0.66,0.32,0.67,1.06,11.72,40
1,0.34,32.25,0.67,0.67,0.67,0.67,16.12,0.19,0.17,0.63,2.42,13.75,12
0,0.09,2.02,0.0,0.0,0.0,0.0,2.02,0.56,0.22,0.66,2.02,3.87,52
1,0.85,13.57,0.21,0.4,0.21,0.4,12.67,0.74,0.22,0.53,13.57,12.5,42
0,0.17,5.48,0.0,0.0,0.0,0.0,5.48,0.56,0.41,0.36,5.48,5.1,21
1,0.75,14.67,0.0,0.0,0.0,0.0,12.77,1.05,0.24,0.7,1.66,8.04,27
1,1.54,16.68,0.15,0.3,0.15,0.3,15.29,4.49,0.42,0.31,0.49,25.03,66
0,0.6,6.65,0.14,0.15,0.14,0.15,6.45,0.84,0.41,0.7,1.07,5.82,65
1,0.78,75.33,1.0,1.22,1.0,1.22,29.48,0.37,0.17,0.44,6.16,17.56,9
0,0.02,1.45,0.0,0.0,0.0,0.0,1.45,0.57,0.19,1.0,1.45,4.55,11
1,0.53,16.03,0.28,0.28,0.28,0.28,15.09,0.63,0.32,0.66,1.04,11.62,32
1,0.53,21.53,0.37,0.38,0.37,0.38,17.49,0.57,0.29,0.44,1.38,14.82,91
0,0.04,1.75,0.0,0.0,0.0,0.0,1.75,0.55,0.33,0.8,0.5,5.21,80
1,0.47,20.28,0.56,0.72,0.56,0.72,18.11,0.88,0.4,0.53,0.69,23.6,25
1,0.55,10.89,0.29,0.29,0.29,0.29,10.44,1.17,0.55,0.52,0.57,13.74,70
1,0.84,28.16,0.09,0.09,0.09,0.09,20.23,0.75,0.32,0.43,1.16,18.05,74
0,0.08,1.8,0.0,0.0,0.0,0.0,1.8,0.51,0.21,0.74,1.8,4.83,116
1,0.56,26.74,0.87,0.92,0.87,0.92,27.46,0.76,0.27,0.5,1.26,18.05,38
0,0.09,2.17,0.0,0.0,0.0,0.0,2.17,0.42,0.26,0.39,2.17,4.41,78
1,0.63,15.03,0.19,0.22,0.19,0.22,15.25,1.03,0.32,0.48,0.92,12.42,69
0,0.05,2.03,0.0,0.0,0.0,0.0,2.03,0.59,0.24,0.78,2.03,5.0,38
1,0.53,15.1,0.21,0.21,0.21,0.21,14.8,0.53,0.36,0.61,0.96,12.23,48
1,0.68,28.88,0.88,1.31,0.88,1.31,22.54,0.56,0.25,0.44,1.15,18.59,32
0,0.14,5.34,0.8,0.8,0.8,0.8,5.34,0.52,0.4,0.24,1.18,6.49,35
1,0.22,4.08,0.16,0.16,0.16,0.16,4.08,1.12,0.73,0.7,0.19,8.92,25
0,0.21,4.17,0.17,0.17,0.17,0.17,4.17,1.14,0.7,0.74,0.45,7.87,23
1,0.87,67.04,1.0,1.32,1.0,1.32,22.05,0.08,0.08,0.42,11.17,16.48,25
1,0.81,32.16,0.55,0.55,0.55,0.55,18.52,0.84,0.19,0.3,2.05,10.53,76
0,0.1,2.44,0.0,0.0,0.0,0.0,2.38,1.15,0.22,0.66,2.44,4.51,122
1,0.41,10.88,0.31,0.31,0.31,0.31,10.39,0.89,0.54,0.59,0.54,15.79,42
1,1.61,84.57,1.0,1.57,1.0,1.57,28.19,1.1,0.14,0.31,4.03,26.29,7
1,1.43,48.53,0.06,0.12,0.06,0.12,14.47,3.35,0.21,0.32,1.71,33.15,34
1,0.42,18.04,0.96,1.12,0.96,1.12,17.32,0.51,0.49,0.55,0.72,21.96,24
0,0.06,1.59,0.0,0.0,0.0,0.0,1.59,0.45,0.25,0.61,1.59,5.15,39
1,0.58,17.4,0.4,0.9,0.4,0.9,17.4,0.73,0.22,0.74,17.4,17.7,10
0,0.37,5.0,0.0,0.0,0.0,0.0,5.0,0.62,0.32,0.44,5.0,5.5,22
1,0.46,27.0,1.0,1.7,1.0,1.7,24.55,0.11,0.53,0.5,1.28,19.1,10
1,0.79,32.86,0.4,0.77,0.4,0.77,29.49,0.74,0.17,0.41,3.41,10.6,35
1,0.48,33.37,0.74,1.0,0.74,1.0,30.19,0.6,0.26,0.5,0.68,41.47,19
0,0.05,1.09,0.0,0.0,0.0,0.0,1.09,0.39,0.23,0.23,1.09,5.55,65
1,0.46,10.74,0.0,0.0,0.0,0.0,10.55,0.93,0.46,0.64,0.59,13.74,57
0,0.11,1.86,0.0,0.0,0.0,0.0,1.78,0.45,0.23,0.7,1.86,4.64,76
1,0.87,28.26,0.19,0.2,0.19,0.2,19.91,0.6,0.31,0.42,1.17,17.45,74
0,0.07,1.73,0.0,0.0,0.0,0.0,1.73,0.55,0.22,0.81,1.73,4.83,93
1,0.86,28.17,0.19,0.21,0.19,0.21,19.9,0.62,0.31,0.43,1.16,17.95,77
0,0.08,1.68,0.0,0.0,0.0,0.0,1.68,0.49,0.22,0.77,1.68,4.81,113
1,0.52,15.22,0.03,0.03,0.03,0.03,15.22,0.29,0.29,0.64,1.15,13.91,32
0,0.06,1.93,0.0,0.0,0.0,0.0,1.93,0.48,0.22,0.9,1.93,4.11,27
1,0.76,15.76,0.29,0.29,0.29,0.29,17.0,0.46,0.3,0.58,0.89,15.32,41
1,1.53,22.93,0.0,0.0,0.0,0.0,19.1,3.17,0.31,0.31,1.15,24.27,40
1,1.53,22.93,0.0,0.0,0.0,0.0,19.1,3.17,0.31,0.31,1.15,24.27,40
1,1.7,37.68,0.95,2.09,0.95,2.09,27.33,4.49,0.3,0.28,1.68,29.7,74
1,0.28,12.57,0.62,0.67,0.62,0.67,18.86,1.14,0.3,0.61,0.88,12.14,21
0,0.07,1.5,0.0,0.0,0.0,0.0,1.5,0.52,0.25,0.7,1.5,4.93,42
1,0.86,28.66,0.22,0.23,0.22,0.23,21.87,0.64,0.32,0.45,1.18,18.09,74
0,0.07,1.66,0.0,0.0,0.0,0.0,1.66,0.5,0.22,0.77,1.66,4.8,99
1,0.6,26.12,0.47,0.68,0.47,0.68,22.77,0.44,0.55,0.36,0.65,25.47,34
0,0.19,1.49,0.0,0.0,0.0,0.0,1.49,0.34,0.31,0.07,1.46,3.69,184
1,0.75,31.0,0.89,1.0,0.89,1.0,22.82,0.36,0.33,0.4,1.02,26.04,53
0,0.05,1.61,0.0,0.0,0.0,0.0,1.61,0.49,0.25,0.69,1.61,4.75,64
1,0.52,18.36,0.64,1.57,0.64,1.57,18.36,0.27,0.36,0.61,1.27,21.29,14
1,0.87,32.44,0.05,0.05,0.05,0.05,24.83,0.52,0.26,0.48,1.39,17.53,62
0,0.06,1.54,0.0,0.0,0.0,0.0,1.54,0.5,0.22,0.81,1.54,4.76,85
1,0.87,63.5,1.0,1.5,1.0,1.5,40.97,0.19,0.23,0.29,1.69,48.4,20
0,0.03,1.58,0.0,0.0,0.0,0.0,1.58,0.39,0.26,0.49,1.58,3.52,31
1,0.59,15.81,0.35,0.35,0.35,0.35,14.88,0.92,0.48,0.61,0.72,15.5,48
1,0.85,16.65,0.01,0.01,0.01,0.01,15.12,0.27,0.41,0.55,0.85,19.88,69
1,1.28,54.62,1.0,1.94,1.0,1.94,31.21,2.14,0.37,0.31,1.46,59.88,16
1,0.04,13.89,0.0,0.0,0.0,0.0,12.5,0.36,0.59,0.49,0.73,20.0,9
1,0.77,31.26,0.88,0.95,0.88,0.95,24.44,0.51,0.3,0.43,1.25,22.86,43
0,0.06,1.59,0.0,0.0,0.0,0.0,1.59,0.53,0.24,0.64,1.59,4.75,69
1,0.5,15.18,0.25,0.25,0.25,0.25,14.45,0.59,0.34,0.66,1.0,11.55,40
1,0.58,34.17,0.9,1.55,0.9,1.55,16.25,0.41,0.23,0.57,1.17,22.79,29
0,0.05,2.14,0.0,0.0,0.0,0.0,2.04,0.16,0.25,0.57,2.14,4.02,43
1,0.61,14.89,0.25,0.27,0.25,0.27,14.56,0.57,0.42,0.6,0.94,14.43,44
1,0.6,17.91,0.17,0.23,0.17,0.23,17.25,0.94,0.34,0.6,0.97,13.85,53
0,0.06,2.14,0.0,0.0,0.0,0.0,2.14,0.55,0.23,0.74,2.14,5.05,43
1,0.78,28.94,0.26,0.26,0.26,0.26,25.62,0.68,0.18,0.45,1.26,17.43,54
0,0.07,1.7,0.0,0.0,0.0,0.0,1.7,0.56,0.23,0.66,1.7,4.65,84
1,0.16,12.0,0.0,0.0,0.0,0.0,12.0,0.66,0.32,0.87,1.46,7.4,5
1,0.47,12.32,0.37,0.37,0.37,0.37,11.74,0.74,0.52,0.55,0.62,16.68,41
0,0.09,1.58,0.0,0.0,0.0,0.0,1.58,0.42,0.25,0.59,1.58,4.59,64
1,0.54,18.62,0.76,0.82,0.76,0.82,19.05,0.65,0.4,0.52,0.81,18.13,45
0,0.09,1.75,0.0,0.0,0.0,0.0,1.75,0.45,0.24,0.69,1.75,4.72,75
1,0.62,19.2,0.3,0.32,0.3,0.32,17.6,0.59,0.48,0.48,1.21,14.48,44
1,0.53,15.17,0.19,0.21,0.19,0.21,14.27,0.49,0.36,0.59,0.96,12.4,48
1,0.52,15.5,0.38,0.42,0.38,0.42,14.42,0.58,0.35,0.65,0.97,12.22,40
1,0.83,31.64,0.61,0.69,0.61,0.69,29.71,0.83,0.17,0.45,1.67,16.69,77
0,0.04,1.91,0.0,0.0,0.0,0.0,1.91,0.49,0.23,0.8,1.91,4.75,55
1,0.85,22.92,0.25,0.27,0.25,0.27,29.05,1.03,0.23,0.43,1.49,13.02,109
0,0.02,1.82,0.0,0.0,0.0,0.0,1.82,0.53,0.23,0.79,1.82,5.03,39
1,0.7,12.64,0.76,0.83,0.76,0.83,12.64,0.2,0.52,0.29,0.55,15.38,94
1,0.48,14.27,0.46,0.48,0.46,0.48,12.11,0.84,0.5,0.54,0.64,17.41,56
1,0.32,8.83,0.0,0.0,0.0,0.0,8.83,0.32,0.56,0.89,0.68,9.0,6
0,0.17,5.6,0.0,0.0,0.0,0.0,5.6,1.84,0.34,0.89,1.0,9.0,5
1,0.61,34.38,0.5,0.55,0.5,0.55,24.12,0.6,0.29,0.48,1.13,26.65,40
1,0.61,21.06,0.12,0.12,0.12,0.12,21.06,0.62,0.2,0.48,4.31,6.24,17
0,0.65,63.17,0.17,0.17,0.17,0.17,54.14,0.14,0.08,0.56,3.72,24.0,6
1,0.07,19.83,0.0,0.0,0.0,0.0,23.8,1.83,0.19,0.62,1.12,35.83,6
1,0.48,10.69,0.42,0.51,0.42,0.51,10.69,0.52,0.55,0.52,0.5,16.76,55
1,0.54,20.3,0.45,0.48,0.45,0.48,19.0,0.6,0.38,0.49,1.27,14.61,44
1,1.68,37.89,0.97,1.68,0.97,1.68,32.73,3.07,0.41,0.25,1.47,32.92,38
1,0.89,21.99,0.01,0.03,0.01,0.03,17.61,0.39,0.21,0.49,0.54,21.81,145
0,0.08,1.96,0.0,0.0,0.0,0.0,1.96,0.65,0.73,0.74,0.53,3.33,138
1,0.74,23.61,0.52,0.58,0.52,0.58,17.38,0.85,0.29,0.39,0.56,34.13,67
0,0.09,1.24,0.0,0.0,0.0,0.0,1.24,0.89,0.25,0.24,1.24,5.34,157
1,0.58,12.45,0.75,0.8,0.75,0.8,11.91,0.38,0.46,0.42,0.59,15.84,44
0,0.09,1.56,0.0,0.0,0.0,0.0,1.56,0.49,0.21,0.81,1.56,5.09,54
1,0.91,39.53,0.68,0.96,0.68,0.96,31.49,0.39,0.17,0.38,3.21,10.28,47
0,0.91,154.83,0.92,3.5,0.92,3.5,31.49,0.48,0.05,0.38,3.06,38.75,12
1,0.33,31.02,1.0,1.26,1.0,1.26,21.37,0.73,0.24,0.31,2.73,14.16,62
0,0.48,1.01,0.0,0.0,0.0,0.0,1.01,0.39,0.28,1.0,1.0,4.01,2795
1,0.62,15.37,0.21,0.22,0.21,0.22,15.53,1.01,0.27,0.48,0.86,14.82,100
0,0.55,28.31,0.02,0.08,0.02,0.08,16.18,1.45,0.24,0.42,1.11,18.04,48
1,0.79,40.88,0.12,0.38,0.12,0.38,16.77,0.25,0.13,0.54,4.33,9.69,16
1,1.37,78.52,0.71,2.19,0.71,2.19,21.7,2.29,0.15,0.29,2.67,33.9,21
1,0.24,53.67,1.0,1.0,1.0,1.0,32.2,0.5,0.29,0.52,4.6,17.67,6
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.38,0.28,0.5,2.0,3.38,8
1,0.6,24.02,0.26,0.65,0.26,0.65,21.62,0.84,0.2,0.46,2.65,10.52,54
1,0.48,25.33,0.27,0.4,0.27,0.4,20.0,0.54,0.12,0.69,4.09,5.87,15
0,0.08,5.91,0.0,0.0,0.0,0.0,5.91,0.33,0.31,0.57,1.12,9.55,11
1,0.7,16.89,0.31,0.35,0.31,0.35,16.62,0.83,0.46,0.56,0.68,17.63,62
1,0.52,10.99,0.26,0.37,0.26,0.37,11.32,1.1,0.43,0.57,0.56,15.06,68
0,0.12,1.89,0.0,0.0,0.0,0.0,1.89,0.59,0.22,0.68,1.89,4.86,90
1,0.65,26.65,1.0,1.05,1.0,1.05,25.28,0.2,0.33,0.44,0.75,30.62,37
0,0.08,2.09,0.02,0.02,0.02,0.02,2.09,0.39,0.25,0.59,2.09,4.6,55
1,0.85,28.01,0.09,0.13,0.09,0.13,22.12,0.71,0.33,0.48,1.16,17.97,75
0,0.08,1.8,0.0,0.0,0.0,0.0,1.8,0.51,0.22,0.74,1.8,4.79,113
1,0.33,14.5,0.34,0.38,0.34,0.38,13.65,1.57,0.4,0.54,0.88,11.44,32
0,0.06,1.93,0.0,0.0,0.0,0.0,1.93,0.59,0.23,0.74,1.93,5.07,46
1,0.53,20.79,0.83,0.88,0.83,0.88,19.19,0.62,0.4,0.55,0.86,19.54,24
0,0.07,1.49,0.0,0.0,0.0,0.0,1.49,0.49,0.25,0.73,1.49,5.02,43
1,0.45,21.0,1.0,1.38,1.0,1.38,18.67,0.78,0.48,0.54,0.79,23.75,24
1,0.46,27.86,0.57,0.79,0.57,0.79,24.38,0.4,0.38,0.61,1.3,15.64,14
0,0.13,1.9,0.0,0.0,0.0,0.0,1.9,0.53,0.24,0.71,1.87,4.66,59
1,1.25,93.67,0.0,0.0,0.0,0.0,21.62,1.05,0.15,0.32,4.68,21.67,6
0,0.08,1.54,0.08,0.08,0.08,0.08,1.54,0.47,0.24,0.57,1.54,3.58,24
1,0.58,11.35,0.72,0.72,0.72,0.72,10.81,0.56,0.48,0.37,0.5,17.68,40
1,0.76,24.05,0.24,0.24,0.24,0.24,22.44,0.52,0.27,0.48,1.0,18.17,42
0,0.06,1.46,0.0,0.0,0.0,0.0,1.46,0.47,0.25,0.71,1.46,5.2,54
1,0.69,15.91,0.55,0.6,0.55,0.6,14.11,0.79,0.48,0.58,0.72,17.23,47
1,0.86,28.48,0.14,0.14,0.14,0.14,21.98,0.56,0.32,0.47,1.19,18.15,71
0,0.07,1.69,0.0,0.0,0.0,0.0,1.69,0.5,0.22,0.73,1.69,4.78,98
1,0.48,25.75,0.96,1.04,0.96,1.04,23.26,0.53,0.33,0.46,0.94,21.89,28
0,0.13,2.34,0.0,0.0,0.0,0.0,2.34,0.52,0.24,0.64,2.34,4.47,85
1,0.37,15.45,0.09,0.09,0.09,0.09,14.18,0.76,0.36,0.41,0.75,17.45,78
0,0.06,1.91,0.0,0.0,0.0,0.0,1.91,0.66,0.22,0.6,1.91,4.59,109
1,0.44,17.75,1.0,2.0,1.0,2.0,17.75,0.04,0.92,0.19,0.89,27.5,8
0,0.22,1.89,0.0,0.0,0.0,0.0,1.89,0.47,0.23,0.93,1.89,3.0,38
1,0.83,35.12,0.88,0.94,0.88,0.94,25.82,0.27,0.2,0.45,4.11,13.14,50
0,0.18,8.73,1.0,1.0,1.0,1.0,8.73,0.21,0.59,0.15,8.73,8.2,44
1,0.55,8.71,0.27,0.27,0.27,0.27,8.71,0.55,0.59,0.66,0.38,17.69,48
1,0.7,25.21,0.89,1.18,0.89,1.18,21.39,0.68,0.33,0.5,1.81,8.64,28
1,0.48,9.85,0.43,0.48,0.43,0.48,10.64,0.99,0.41,0.59,0.54,14.65,54
0,0.08,1.65,0.0,0.0,0.0,0.0,1.65,0.56,0.25,0.69,1.65,4.85,55
1,0.79,23.69,0.57,0.62,0.57,0.62,26.41,1.11,0.22,0.48,1.4,16.13,68
0,0.04,1.79,0.0,0.0,0.0,0.0,1.79,0.49,0.24,0.86,1.79,4.83,48
1,0.13,15.25,0.38,0.5,0.38,0.5,15.25,0.18,0.58,0.5,15.25,18.75,8
1,0.63,20.62,0.79,1.02,0.79,1.02,17.3,0.59,0.4,0.5,0.83,20.55,47
0,0.07,1.49,0.0,0.0,0.0,0.0,1.49,0.51,0.24,0.7,1.49,4.67,67
1,0.73,17.1,0.52,0.56,0.52,0.56,15.92,0.84,0.22,0.39,2.8,11.27,81
1,0.66,64.62,1.0,1.19,1.0,1.19,37.69,0.07,0.2,0.36,2.58,41.0,21
0,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,0.14,1.0,4.11,126
1,1.04,38.0,0.46,0.86,0.46,0.86,40.17,3.8,0.32,0.3,1.22,25.97,37
0,0.11,3.76,0.0,0.0,0.0,0.0,3.76,0.12,0.5,0.18,3.76,3.22,41
1,0.47,10.12,0.37,0.39,0.37,0.39,10.98,0.98,0.45,0.55,0.56,14.51,51
0,0.08,1.91,0.0,0.0,0.0,0.0,1.91,0.65,0.23,0.77,1.91,4.96,46
1,0.89,113.3,1.0,1.0,1.0,1.0,23.6,0.04,0.11,0.33,5.15,27.2,10
0,0.08,4.2,0.0,0.0,0.0,0.0,4.2,0.76,0.35,0.45,4.2,3.0,25
1,0.47,11.0,1.0,3.0,1.0,3.0,11.0,0.15,0.54,0.73,11.0,16.0,11
0,0.41,1.67,0.0,0.0,0.0,0.0,1.67,0.43,0.34,0.23,1.67,3.98,63
1,0.55,32.98,0.95,1.09,0.95,1.09,23.79,0.44,0.29,0.4,1.44,18.27,44
0,0.05,2.0,0.01,0.03,0.01,0.03,2.0,0.5,0.23,0.72,2.0,4.28,71
1,1.11,47.97,1.0,1.93,1.0,1.93,26.65,3.27,0.45,0.29,1.35,35.9,30
1,0.62,14.63,0.27,0.31,0.27,0.31,14.09,0.72,0.47,0.42,0.72,14.38,78
1,0.5,66.67,0.67,1.17,0.67,1.17,20.0,1.11,0.16,0.55,22.22,11.5,6
0,0.58,25.44,0.28,0.5,0.28,0.5,25.44,0.73,0.15,0.27,1.93,30.28,18
1,0.46,26.45,0.35,0.42,0.35,0.42,20.0,0.87,0.33,0.5,1.2,17.87,31
0,0.06,1.94,0.02,0.02,0.02,0.02,1.94,0.59,0.22,0.82,1.94,4.75,53
1,0.7,27.73,0.37,0.42,0.37,0.42,18.89,1.26,0.38,0.47,1.24,17.27,62
1,0.51,27.4,0.2,0.33,0.2,0.33,18.68,0.48,0.13,0.63,4.89,6.47,15
0,0.09,6.55,0.0,0.0,0.0,0.0,6.55,0.46,0.3,0.5,1.16,10.27,11
1,4.64,355.6,1.0,5.6,1.0,5.6,33.23,0.65,0.32,0.1,1.67,448.8,10
0,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37,0.05,1.0,4.75,100
1,0.63,15.35,0.73,0.77,0.73,0.77,12.87,0.38,0.44,0.4,0.61,17.88,52
1,0.59,140.4,1.0,1.0,1.0,1.0,26.0,0.03,0.08,0.54,5.2,24.2,5
1,0.28,20.57,0.57,0.71,0.57,0.71,22.15,0.39,0.37,0.41,1.67,17.14,14
0,0.29,15.3,0.0,0.0,0.0,0.0,15.3,0.94,0.28,0.36,2.19,13.0,20
1,0.6,28.7,0.7,0.7,0.7,0.7,22.0,0.54,0.24,0.46,2.37,17.91,23
0,0.22,7.97,0.0,0.0,0.0,0.0,7.97,0.57,0.28,0.26,1.14,11.1,30
1,0.42,15.64,0.52,0.58,0.52,0.58,13.95,0.61,0.45,0.53,0.54,24.18,33
1,0.53,14.85,0.58,0.63,0.58,0.63,13.79,0.67,0.47,0.56,0.68,17.73,52
0,0.07,1.61,0.0,0.0,0.0,0.0,1.61,0.52,0.22,0.69,1.61,4.81,62
1,0.57,15.5,0.21,0.21,0.21,0.21,14.31,0.72,0.35,0.63,0.98,12.52,48
1,0.61,17.29,0.11,0.14,0.11,0.14,17.29,0.82,0.49,0.57,0.75,11.97,65
0,0.06,1.65,0.0,0.0,0.0,0.0,1.65,0.59,0.23,0.76,1.65,4.71,72
1,0.71,21.65,0.3,0.33,0.3,0.33,18.7,0.78,0.41,0.52,0.79,20.75,57
1,0.47,16.57,0.5,0.5,0.5,0.5,14.5,1.05,0.34,0.61,1.07,10.43,28
1,0.3,19.8,0.2,0.4,0.2,0.4,16.5,1.11,0.2,0.84,19.8,18.0,5
0,0.59,5.82,0.0,0.0,0.0,0.0,5.82,0.53,0.35,0.39,5.82,6.21,33
1,0.12,14.47,0.21,0.26,0.21,0.26,13.1,0.55,0.43,0.68,0.48,24.26,19
1,0.56,16.06,0.19,0.21,0.19,0.21,15.42,0.59,0.36,0.59,1.02,12.4,48
1,0.6,30.65,0.22,0.22,0.22,0.22,28.2,0.35,0.18,0.5,30.65,15.7,23
1,0.76,27.76,0.96,1.11,0.96,1.11,21.28,0.65,0.33,0.4,1.0,23.83,46
1,0.85,24.68,0.04,0.05,0.04,0.05,20.05,0.73,0.35,0.42,1.04,17.26,78
0,0.07,1.82,0.0,0.0,0.0,0.0,1.82,0.59,0.22,0.78,1.82,4.84,92
1,0.49,17.0,1.0,1.09,1.0,1.09,16.0,0.46,0.53,0.47,0.62,24.53,32
0,0.09,1.85,0.0,0.0,0.0,0.0,1.85,0.56,0.24,0.7,1.85,4.81,52
1,0.43,14.22,0.75,0.75,0.75,0.75,14.22,0.46,0.32,0.48,1.34,12.71,51
1,0.63,24.55,0.42,0.61,0.42,0.61,18.84,0.92,0.34,0.47,1.12,18.24,33
0,0.05,1.59,0.0,0.0,0.0,0.0,1.59,0.47,0.24,0.73,1.59,7.08,39
1,0.62,48.4,0.8,3.4,0.8,3.4,16.13,0.2,0.15,0.48,48.4,18.4,10
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83,0.22,1.0,4.22,9
1,0.05,11.71,0.0,0.0,0.0,0.0,27.33,1.84,0.19,0.74,0.69,17.71,7
0,0.09,5.88,0.96,0.96,0.96,0.96,5.88,0.18,0.52,0.3,5.88,7.79,24
1,0.48,42.13,1.0,1.27,1.0,1.27,39.5,0.1,0.21,0.46,2.22,25.0,15
0,0.38,3.46,0.0,0.0,0.0,0.0,3.46,0.58,0.24,0.55,3.46,3.14,145
1,0.59,14.02,0.12,0.12,0.12,0.12,12.27,1.19,0.47,0.63,0.71,16.76,49
1,1.7,69.01,0.28,0.76,0.28,0.76,30.88,1.29,0.09,0.26,6.03,32.03,68
1,0.43,15.89,0.23,0.26,0.23,0.26,15.03,0.84,0.46,0.62,0.8,14.83,35
0,0.12,1.76,0.0,0.0,0.0,0.0,1.76,0.55,0.23,0.64,1.76,4.39,87
1,0.45,6.21,0.22,0.27,0.22,0.27,10.3,1.24,0.36,0.57,0.49,10.47,73
0,0.08,2.05,0.0,0.0,0.0,0.0,2.05,0.57,0.24,0.73,2.05,4.85,40
1,0.62,16.23,0.19,0.21,0.19,0.21,14.31,0.94,0.34,0.61,1.04,12.13,52
1,0.73,50.0,1.0,1.08,1.0,1.08,30.0,0.34,0.19,0.49,3.35,20.83,12
0,0.11,7.08,1.0,1.0,1.0,1.0,7.08,0.04,0.89,0.17,6.13,9.08,13
1,0.21,4.69,0.08,0.08,0.08,0.08,10.76,1.75,0.43,0.81,0.6,7.69,39
0,0.1,1.55,0.0,0.0,0.0,0.0,1.55,0.56,0.22,0.72,1.55,4.68,56
1,0.39,17.61,0.61,0.67,0.61,0.67,17.61,0.55,0.26,0.55,17.61,15.28,18
1,0.53,15.25,0.19,0.19,0.19,0.19,14.94,0.53,0.35,0.65,0.97,12.1,48
1,0.61,35.33,0.64,0.82,0.64,0.82,21.55,1.07,0.27,0.47,1.36,21.64,61
1,0.42,47.8,0.5,0.5,0.5,0.5,18.38,0.83,0.14,0.49,11.95,12.5,10
0,0.99,187.17,0.17,0.33,0.17,0.33,22.92,1.3,0.1,0.29,6.93,55.83,6
1,0.55,31.14,0.92,1.03,0.92,1.03,20.38,0.48,0.27,0.52,1.34,19.61,36
0,0.1,2.34,0.0,0.0,0.0,0.0,2.34,0.55,0.22,0.52,2.34,4.49,87
1,0.57,27.89,0.95,0.95,0.95,0.95,18.93,0.73,0.27,0.55,0.85,26.79,19
0,0.07,1.46,0.0,0.0,0.0,0.0,1.46,0.49,0.25,0.67,1.46,5.0,48
1,0.7,39.54,0.67,0.96,0.67,0.96,23.73,0.81,0.25,0.49,1.78,18.0,24
1,0.8,48.64,0.08,0.12,0.08,0.12,29.66,0.35,0.15,0.45,2.77,12.84,25
0,0.09,2.06,0.0,0.0,0.0,0.0,2.06,0.48,0.22,0.65,2.06,4.75,68
1,0.49,29.04,0.28,0.3,0.28,0.3,20.07,0.58,0.22,0.49,1.04,23.0,47
1,0.95,500.24,1.0,5.94,1.0,5.94,28.35,0.76,0.06,0.32,15.08,55.24,17
0,0.01,1.33,0.0,0.0,0.0,0.0,1.33,0.36,0.58,0.06,1.33,3.0,51
1,0.51,15.47,1.0,1.96,1.0,1.96,14.94,0.43,0.57,0.3,0.94,13.46,85
0,0.33,2.23,0.01,0.01,0.01,0.01,2.23,0.76,0.22,0.14,2.23,3.48,380
1,0.6,14.18,0.0,0.0,0.0,0.0,11.68,0.48,0.64,0.23,1.01,8.89,28
0,0.16,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.04,0.67,5.0,26
1,0.91,21.43,0.07,0.07,0.07,0.07,17.34,0.33,0.23,0.57,21.43,13.39,72
1,0.86,31.18,0.22,0.22,0.22,0.22,19.84,0.72,0.31,0.42,1.27,17.62,77
0,0.08,1.83,0.0,0.0,0.0,0.0,1.83,0.5,0.22,0.68,1.83,4.78,117
1,0.79,15.0,0.04,0.04,0.04,0.04,12.66,1.05,0.24,0.7,1.69,8.04,27
1,0.87,38.35,0.65,0.86,0.65,0.86,32.07,0.4,0.17,0.38,3.09,10.53,51
