page_with_posts,word_count,date_count,post_term_count,lexical_diversity,article_count,div_count,by_count,element_count,post_term_count_url,top_class_count,top_3_class_count,top_class_prop_total,top_class_prop_unique_words,mean_descendant_count
1,2359,38,1036,0.4,45,855,12,2480,0,116,97.33,0.26,0.5,36.803225806451614
1,1051,25,124,0.44,15,12,7,235,0,13,12.33,0.17,0.85,16.970212765957445
1,2731,45,271,0.43,71,375,14,999,1,67,49.67,1.38,0.26,24.00900900900901
1,1657,43,1076,0.43,47,913,11,1893,0,59,51,0.81,0.64,45.649234020073955
1,664,40,282,0.5,10,72,10,507,0,10,10,0.72,0.64,20.009861932938858
1,2017,58,556,0.45,16,285,37,1442,0,30,24,0.02,0.05,21.75728155339806
1,2939,11,535,0.37,53,791,7,2056,0,118,84.33,0.26,0.64,33.63035019455253
1,1875,45,587,0.4,66,904,6,2171,0,130,96.67,0.34,0.5,30.896821741133117
1,5750,152,1119,0.22,5,395,18,4651,1,1327,512.67,0.26,0.59,24.035046226617933
1,1089,21,486,0.44,25,629,3,1714,0,83,66.67,0.35,0.24,36.128938156359396
1,3531,51,1292,0.35,60,1088,17,3200,0,111,102.33,0.13,0.68,40.0790625
1,575,12,330,0.6,23,525,2,1170,1,50,47.67,0.42,0.5,31.22222222222222
1,2318,12,522,0.51,74,958,8,2227,0,145,102.67,0.32,0.69,30.458015267175572
1,967,22,563,0.54,27,192,18,916,0,84,47.33,0.0,0,25.050218340611355
1,2465,24,1088,0.24,30,1394,8,3162,1,168,120.33,0.27,0.0,45.29917773561037
1,942,22,413,0.55,42,706,2,1582,0,72,69,0.03,0.84,33.423514538558784
1,2439,3,519,0.46,67,914,8,2157,1,131,98.67,0.3,0.62,29.229485396383865
1,1050,28,436,0.54,36,963,6,1963,0,113,86,0.77,0.71,30.62251655629139
1,1349,52,1301,0.41,45,725,3,2088,0,87,74.67,0.08,0.01,45.775383141762454
1,1309,6,222,0.28,9,78,6,722,0,20,14.67,0.95,0.83,14.961218836565097
1,1258,29,697,0.33,29,335,0,890,0,54,47,0.5,0.18,35.174157303370784
1,920,23,126,0.45,13,283,3,662,1,42,22.67,0.06,0.0,30.042296072507554
1,827,30,285,0.46,21,541,2,1250,1,48,45.33,0.84,0.55,33.5952
1,579,3,168,0.48,19,87,8,430,0,19,17.33,0.66,0.47,23.876744186046512
1,1512,19,482,0.41,43,839,8,2041,0,97,75.33,0.24,0.48,30.687408133268004
1,1520,25,417,0.43,36,696,10,1768,0,94,69.33,0.34,0.51,32.3710407239819
1,1076,13,355,0.48,28,568,9,1457,0,68,58.33,0.31,0.43,32.480439258750856
1,2080,66,310,0.39,20,281,1,935,0,60,46,0.0,0,36.4855614973262
1,1020,18,833,0.39,13,584,2,1652,0,64,57.67,0.23,0.26,36.92009685230024
1,1047,26,425,0.45,34,576,4,1461,1,61,52.33,0.03,0.75,31.510609171800137
1,1495,170,314,0.29,7,91,9,761,1,17,11,0.02,0.83,26.31274638633377
1,2689,16,510,0.45,74,980,8,2301,0,145,106.67,0.3,0.63,30.379400260756192
1,621,10,508,0.56,24,142,1,694,0,24,24,0.44,0.89,27.380403458213255
1,919,7,145,0.65,44,73,0,630,0,13,10,0.03,0.81,15.05079365079365
1,1650,71,510,0.36,58,1032,2,2432,0,101,94,0.36,0.32,37.475740131578945
1,1757,5,213,0.48,20,108,6,623,0,22,18.67,0.1,0.81,16.052969502407706
1,872,2,571,0.43,9,728,0,1645,0,63,45.67,0.0,0,18.992705167173252
1,806,1,341,0.46,31,95,26,753,0,28,27,0.05,1.0,17.40239043824701
1,3449,53,7065,0.38,142,1034,14,3728,1,123,121.33,0.64,0.54,31.67247854077253
1,2414,26,4342,0.36,63,363,48,1900,0,60,52.67,0.23,0.46,28.534736842105264
1,2079,97,1869,0.37,76,340,18,1525,0,86,81.33,0.14,0.03,34.94622950819672
1,1627,16,1401,0.47,58,549,3,1368,0,65,60.33,1.15,0.41,16.95687134502924
1,1302,26,1332,0.46,57,636,1,1667,0,57,46.33,0.73,0.52,37.67006598680264
1,1689,71,6639,0.39,92,431,4,2177,0,170,118,0.45,0.44,31.174552135966927
1,1253,44,5388,0.43,60,318,4,1737,0,108,76,0.33,0.57,29.30972941853771
1,1366,61,5832,0.42,72,336,4,1778,0,128,90.67,0.4,0.39,30.183914510686165
1,1801,96,7359,0.36,110,458,5,2522,0,178,132.67,0.37,0.31,31.38620142743854
1,2278,103,8257,0.35,133,527,6,2849,0,264,176.67,0.48,0.4,32.695331695331696
1,3434,68,1171,0.36,108,1641,66,3763,1,232,166,0.35,0.32,34.4196120116928
1,443,3,494,0.59,24,273,1,620,1,25,21,0.36,0.81,33.75806451612903
1,1459,21,939,0.39,55,903,2,2334,1,118,94,0.45,0.3,40.08954584404456
1,442,11,36,0.62,5,79,3,409,0,18,12.33,0.0,0,15.792176039119804
1,1665,39,133,0.46,31,221,4,635,0,38,31,0.86,0.66,22.333858267716536
1,1428,15,1056,0.48,33,735,11,1697,1,79,62.67,0.32,0.64,30.238067177371832
1,1697,31,572,0.5,67,1042,13,2339,1,133,97.67,0.32,0.72,31.454467721248395
1,1157,5,452,0.52,28,839,3,2133,0,100,82,0.72,0.59,30.758087201125175
1,2215,72,761,0.32,74,1284,1,3022,0,182,132,0.39,0.3,40.267703507610854
1,2902,71,417,0.41,54,1030,30,2225,0,110,82.33,0.14,0.8,40.766741573033705
1,1194,20,475,0.48,30,644,7,1492,1,57,53.33,0.04,0.64,33.45509383378016
1,1598,32,617,0.48,78,1165,7,2487,0,143,107,0.39,0.67,32.34499396863691
1,2221,91,1956,0.3,68,355,58,1802,1,68,68,0.76,0.29,28.541065482796892
1,2979,11,755,0.38,65,1287,4,3423,1,204,143.67,0.44,0.26,33.5056967572305
1,1371,36,356,0.47,34,670,13,1715,1,55,55,0.42,0.63,29.388921282798833
1,1192,44,700,0.4,31,660,4,1864,1,63,55,0.28,0.78,33.637339055793994
1,2655,51,759,0.45,123,1530,6,3703,1,218,168.67,0.22,0.71,40.56197677558736
1,1112,19,602,0.46,68,1111,1,2266,1,125,96.33,0.51,0.43,39.34112974404236
1,1179,13,794,0.53,40,191,2,996,1,47,42.33,0.37,0.75,29.78614457831325
1,1463,19,600,0.48,78,1167,13,2514,1,142,110,0.38,0.59,32.36833731105808
1,2035,53,732,0.4,75,1247,4,2916,2,137,107.33,0.26,0.37,34.525034293552814
1,791,22,351,0.35,15,224,4,648,2,33,28,0.04,0.0,34.351851851851855
1,519,6,80,0.56,11,64,1,506,1,8,5,0.08,0.55,14.24703557312253
1,1799,25,735,0.49,114,1146,8,2433,1,191,158.67,0.57,0.58,36.661323468968355
1,507,2,561,0.61,28,301,0,696,1,29,24.67,0.45,0.89,34.326149425287355
1,2626,5,3362,0.5,82,300,10,2407,1,191,121,0.13,0.69,11.849605317823016
1,1761,29,557,0.45,59,970,11,2328,2,107,81,0.34,0.65,32.04596219931271
1,1282,73,1219,0.56,89,605,5,2036,1,101,94.33,0.84,0.52,14.094793713163066
1,2459,11,541,0.47,74,977,7,2306,1,145,107.33,0.29,0.63,30.362532523850824
1,1053,50,510,0.5,47,948,3,1800,1,113,87.33,0.89,0.65,30.966666666666665
1,2946,79,698,0.4,79,1077,5,2793,1,144,116,0.21,0.79,38.67060508413892
1,849,6,105,0.53,15,80,0,669,1,12,7.67,0.14,0.19,15.878923766816143
1,2450,60,796,0.43,104,1487,13,3229,1,222,158.33,0.32,0.55,33.90182719108083
1,1092,21,475,0.51,40,697,5,1662,1,93,71.33,0.41,0.59,34.48977135980746
1,1452,32,305,0.42,30,557,7,1227,1,60,45.67,0.2,0.46,35.79299103504483
1,1304,60,5739,0.4,64,336,3,1867,1,122,83.33,0.36,0.45,29.539903588644886
1,775,30,448,0.59,43,685,3,1542,1,76,66.33,0.04,0.71,34.66990920881972
1,939,5,292,0.49,18,464,5,1229,1,51,49.67,0.09,0.45,29.617575264442635
1,1492,46,409,0.5,37,640,4,1525,1,66,59.33,0.92,0.48,31.438688524590162
1,1442,8,727,0.54,56,897,3,2166,1,113,92.33,0.38,0.66,34.76500461680517
1,1525,23,496,0.48,44,856,2,2004,1,93,83,0.83,0.67,32.41516966067864
1,1703,38,419,0.42,33,701,5,1823,1,88,66.67,0.13,0.31,34.6055951727921
1,2748,236,1727,0.21,8,847,42,2521,1,225,185.67,0.29,0.01,32.38080126933757
1,1106,17,559,0.59,44,661,3,1582,1,68,58,0.33,0.77,31.721238938053098
1,2063,25,585,0.41,16,138,11,722,1,16,15.33,1.42,0.19,23.90443213296399
1,657,0,222,0.46,17,129,1,597,1,25,23.67,0.12,0.69,23.98324958123953
1,1264,31,573,0.51,53,834,6,1868,2,112,87,0.38,0.68,36.80620985010707
1,316,6,218,0.55,7,224,0,569,1,28,28,0.5,0.67,11.513181019332162
1,3376,73,2738,0.31,82,1586,30,4376,1,194,178,0.12,0.07,41.90173674588665
1,2291,12,523,0.46,74,982,7,2258,1,145,102,0.32,0.65,30.403454384410985
1,1795,61,5920,0.4,74,447,3,2438,1,134,94,0.32,0.47,33.79450369155045
1,1116,15,430,0.46,40,712,13,1603,1,80,66.33,0.32,0.39,29.16157205240175
1,3286,17,835,0.35,78,1426,5,3822,0,231,161,0.45,0.24,33.72789115646258
1,353,15,121,0.58,23,201,3,622,1,27,22.33,0.24,0.75,12.45176848874598
1,18994,216,427,0.21,15,511,86,2249,0,28,26,0.01,0.44,35.73410404624278
1,6666,36,786,0.23,12,181,32,1294,0,33,24.33,0.01,0.93,21.880216383307573
1,988,17,783,0.52,25,364,3,1167,0,25,25,1.69,0.0,30.194515852613538
1,2154,40,985,0.48,33,192,13,684,0,33,33,0.75,0.73,23.00438596491228
1,2105,50,813,0.44,77,1606,16,3301,0,226,173,0.4,0.59,34.28233868524689
1,1570,10,1390,0.56,69,468,4,1238,0,70,67.33,0.66,0.69,13.994345718901455
1,1902,90,373,0.4,57,1145,7,2334,1,112,96,0.88,0.83,34.813196229648675
1,479,5,273,0.49,5,73,4,408,0,5,5,0.12,1.0,19.051470588235293
1,3845,318,1562,0.33,38,421,25,2351,0,202,109.67,0.11,1.0,35.84347086346236
1,2913,19,779,0.39,61,1103,15,2775,0,150,111,0.35,0.53,36.71423423423423
1,1031,78,483,0.38,10,163,1,861,1,54,41.67,0.14,0.19,18.73403019744483
1,3260,33,827,0.42,79,1406,11,3337,0,163,121.33,0.21,0.3,36.62870842073719
1,1796,4,684,0.46,64,1104,5,2442,0,143,124.33,0.83,0.6,30.05118755118755
1,2387,12,570,0.48,72,955,8,2233,0,141,102.33,0.29,0.61,30.0653828929691
1,2318,86,667,0.35,68,1814,4,4084,1,182,131.33,0.37,0.18,34.21008814887365
1,1317,33,545,0.48,44,1013,6,1956,0,113,83,0.82,0.69,29.818507157464214
1,965,10,503,0.43,33,673,2,1579,0,70,58.67,0.37,0.58,32.01899936668778
1,1023,107,121,0.36,6,45,9,625,0,10,9,0.14,0.0,16.1008
1,585,3,86,0.45,17,55,3,393,0,6,6,0.64,0.64,16.46564885496183
1,1917,130,736,0.38,19,206,5,992,1,21,20.67,0.46,0.79,23.350806451612904
1,1280,11,537,0.44,65,870,6,1787,0,84,72.33,0.38,0.39,32.99328483491886
1,1063,22,248,0.4,6,202,9,1084,0,27,25,0.0,0,21.56180811808118
1,1344,54,1300,0.46,35,660,2,1976,0,89,74,0.08,0.01,44.397267206477736
1,498,22,236,0.52,11,106,5,493,1,17,17,0.11,0.0,16.385395537525355
1,1488,30,523,0.51,65,879,9,1963,1,128,92.67,0.48,0.64,31.808965868568517
1,1312,53,587,0.46,48,888,4,2168,0,96,83.33,0.33,0.73,37.83948339483395
1,1120,10,492,0.44,9,115,11,455,1,9,9,0.49,0.48,24.894505494505495
1,1697,25,1071,0.5,21,576,0,2207,0,44,42.67,0.0,0,15.04485727231536
1,2573,8,548,0.49,74,974,9,2270,0,145,105.67,0.31,0.64,30.390748898678414
1,1609,28,864,0.4,64,1000,1,2511,0,131,99.67,0.37,0.32,36.32935085623258
1,1724,70,1393,0.42,15,273,5,977,0,59,59,0.12,0.03,25.050153531218015
1,1061,15,304,0.44,39,103,15,615,0,39,24.33,0.26,0.77,20.53170731707317
1,837,7,93,0.54,15,85,3,634,1,11,7.67,0.1,0.25,16.162460567823345
1,822,13,300,0.54,24,605,1,1335,0,57,49.67,0.9,0.58,28.195505617977528
1,1991,19,481,0.4,26,593,5,1921,0,151,118.33,0.48,0.44,34.2082248828735
1,731,6,607,0.63,34,53,1,686,0,34,31,0.48,0.9,12.354227405247814
1,1534,17,793,0.41,52,1080,5,2595,0,160,124,0.43,0.41,37.18381502890173
1,2446,15,556,0.46,77,1023,2,2493,0,148,119,0.35,0.59,30.51022864019254
1,1669,41,658,0.42,30,781,3,2081,1,66,62.33,0.88,0.63,35.21095627102355
1,685,35,724,0.49,21,193,16,1209,0,33,29.33,0.0,0,21.140612076095948
1,472,0,274,0.61,22,77,2,472,0,14,13.67,0.41,0.77,14.758474576271187
1,2454,1,505,0.45,68,906,10,2121,0,132,101,0.34,0.66,28.81706742102782
1,1306,33,204,0.47,25,141,7,625,0,25,25,0.83,0.71,22.7312
1,2443,35,1653,0.41,62,1304,3,3496,0,143,123.33,0.32,0.55,36.69422196796339
1,1177,4,1537,0.48,52,261,54,1015,0,104,69.33,0.0,0,23.895566502463055
1,1096,29,556,0.4,22,674,1,1689,1,77,64,0.35,0.31,33.87862640615749
1,796,6,107,0.54,15,77,0,641,0,12,7.67,0.14,0.21,16.252730109204368
1,1027,32,415,0.41,25,577,4,1612,0,89,65,0.32,0.39,33.34739454094293
1,1197,43,570,0.4,34,684,4,1630,0,75,61,0.32,0.32,36.01963190184049
1,1556,15,1107,0.53,55,225,3,1312,0,67,61,0.44,0.74,31.663871951219512
1,737,18,400,0.46,13,321,11,796,1,19,15.33,0.0,0,26.33040201005025
1,671,11,185,0.54,41,239,1,867,1,39,27,0.0,0,13.054209919261822
1,3870,55,588,0.4,79,1140,9,2833,0,144,115.33,0.16,0.75,35.072008471584894
1,1068,21,492,0.44,25,628,3,1712,0,83,66.67,0.33,0.23,36.14485981308411
1,2486,3,537,0.45,74,976,5,2369,0,144,115.67,0.29,0.56,30.16251582946391
1,1283,21,357,0.46,25,698,6,1887,0,109,79,0.29,0.59,33.98039215686274
1,856,11,567,0.52,28,161,1,826,0,32,29.33,0.31,0.8,27.768765133171915
1,942,16,358,0.44,36,613,11,1355,0,62,57.33,0.32,0.45,29.506273062730628
1,1634,3,1544,0.6,74,475,1,1281,0,76,74.67,0.68,0.72,13.839968774395004
1,1130,16,762,0.47,36,212,4,1022,0,39,37,0.46,0.44,30.357142857142858
1,346,14,152,0.55,41,225,2,774,0,41,27,0.0,0,12.878552971576227
1,791,42,78,0.43,21,145,2,420,0,31,28.33,0.24,0.75,23.002380952380953
1,1019,26,740,0.48,77,1262,2,2509,0,113,108.67,0.8,0.63,34.088481466719806
1,1061,33,452,0.45,32,681,4,1640,1,71,63.33,0.36,0.52,33.55914634146342
1,3506,13,566,0.37,53,794,9,2069,1,118,84.33,0.22,0.71,33.67617206379894
1,1168,34,187,0.49,16,441,3,1257,0,90,90,0.19,0.04,46.74383452665076
1,1078,8,346,0.47,16,89,6,657,0,18,16.67,0.9,0.55,13.479452054794521
1,523,0,557,0.6,28,312,0,727,0,29,24.67,0.38,0.86,33.63136176066025
1,2036,46,772,0.46,90,1341,4,2705,0,161,129,0.27,0.57,36.537153419593345
1,1245,38,191,0.48,17,455,3,1289,0,90,90,0.18,0.04,46.89294026377036
1,698,10,64,0.58,11,30,3,246,0,7,7,0.39,0.95,9.097560975609756
1,1707,84,721,0.34,61,1252,5,2778,1,160,117.33,0.37,0.31,38.939884809215265
1,533,13,235,0.49,5,290,1,699,0,50,36.67,1.71,0.05,34.61802575107296
1,1074,43,492,0.41,26,81,46,647,0,33,33,0.25,0.05,18.941267387944357
1,917,14,308,0.51,21,517,4,1279,0,43,41,0.81,0.6,31.89601250977326
1,857,33,565,0.4,26,150,5,650,0,26,26,0.9,0.34,29.892307692307693
1,804,13,391,0.51,37,688,1,1679,0,70,65.67,0.32,0.47,31.29064919594997
1,1229,19,432,0.4,43,650,13,1416,0,71,62,0.27,0.49,30.27542372881356
1,1278,110,717,0.37,15,114,21,711,1,18,16,0.0,0,20.71167369901547
1,943,18,291,0.51,19,522,7,1381,0,60,49.33,0.27,0.47,29.059377262853005
1,736,19,101,0.49,11,232,3,542,1,38,20,0.08,0.0,30.14391143911439
1,1399,17,469,0.45,42,959,3,1916,0,113,84,0.85,0.6,30.291753653444676
1,756,6,3512,0.46,19,541,7,944,0,30,22.67,4.14,0.05,26.30826271186441
1,4758,27,704,0.37,23,1002,18,2870,0,164,153.67,0.29,0.56,27.025783972125435
1,347,11,180,0.35,7,63,0,312,1,21,14.33,0.06,0.0,20.39423076923077
1,2634,11,588,0.47,81,1052,4,2472,0,156,117.67,0.34,0.65,30.635922330097088
1,1161,27,516,0.47,26,530,9,1416,1,50,46.33,0.02,0.81,33.73163841807909
1,1204,5,464,0.49,22,120,1,1117,0,136,87.67,0.36,0.61,25.685765443151297
1,1374,20,1250,0.46,39,229,3,1062,1,43,40.33,0.45,0.51,30.785310734463277
1,993,17,359,0.37,33,610,9,1539,0,66,61,0.86,0.48,30.309941520467838
1,1098,9,519,0.59,61,870,3,1848,0,103,97,0.86,0.54,30.926948051948052
1,750,17,263,0.4,15,405,0,1033,0,34,29.33,0.94,0.44,30.66698935140368
1,1296,9,137,0.55,29,291,3,1455,0,43,34.67,0.06,0.76,27.94364261168385
1,1337,41,471,0.49,42,798,5,1843,0,101,73.67,0.29,0.87,36.38198589256647
1,2786,89,1362,0.31,41,317,8,1322,0,41,39,0.55,0.08,16.48335854765507
1,1376,10,940,0.51,46,209,3,1170,1,57,51.67,0.42,0.76,30.648717948717948
1,1937,26,408,0.41,32,786,26,1680,0,113,78.33,0.96,0.59,32.35654761904762
1,1502,92,2073,0.44,87,382,11,1650,0,87,87,0.83,0.44,26.96181818181818
1,1029,25,486,0.48,39,910,1,1741,0,113,80,0.83,0.66,29.878805284319355
1,1417,26,1310,0.47,23,674,6,2233,0,97,92.33,0.08,0.01,39.1589789520824
1,2406,39,2529,0.32,40,1385,28,4216,0,198,182.33,0.09,0.01,44.5
1,1139,34,188,0.4,10,194,20,651,0,50,35.67,0.0,0,36.11981566820276
1,1316,21,585,0.43,30,784,4,2146,0,97,78.67,0.33,0.39,37.794501397949674
1,1371,19,1012,0.53,50,215,2,1213,0,61,55.33,0.46,0.75,31.130255564715583
1,1647,65,543,0.22,10,452,3,1594,0,63,59.33,0.06,0.0,31.996863237139273
1,1840,107,759,0.39,106,1289,4,2739,0,185,139.33,0.51,0.5,33.84300839722526
1,1802,46,335,0.42,6,280,37,1491,1,69,48,0.01,0.09,19.431924882629108
1,1698,12,1459,0.55,77,475,2,1231,0,78,70,0.69,0.69,14.055239642567019
1,1162,28,218,0.45,22,192,2,875,0,114,52.67,0.29,0.27,18.259428571428572
1,1310,33,374,0.46,28,728,21,1645,0,100,74,0.87,0.56,31.37142857142857
1,1074,33,572,0.44,30,580,4,1512,1,55,51.67,0.03,0.82,35.29431216931217
1,2133,66,509,0.37,58,282,7,1249,0,97,71,0.14,0.16,24.106485188150522
1,1312,44,583,0.48,51,1070,1,2267,0,113,96.67,0.79,0.63,31.46449051610057
1,1152,12,797,0.57,40,196,7,994,1,48,43.33,0.39,0.84,29.425553319919516
1,3385,53,830,0.45,48,554,18,1880,0,101,85.33,0.37,0.73,29.425
1,379,17,306,0.5,8,101,6,416,0,9,8.33,0.04,1.0,21.70673076923077
1,1016,24,197,0.35,5,172,5,681,0,18,16.33,0.12,0.61,14.276064610866372
1,1211,29,982,0.44,34,766,4,1930,0,83,70.33,0.28,0.47,38.10259067357513
1,673,2,92,0.56,27,50,0,356,0,7,5,0.03,1.0,10.932584269662922
1,2370,74,196,0.43,15,199,20,1025,1,35,32,0.0,0,25.284878048780488
1,2046,53,379,0.38,47,236,8,897,0,47,47,0.88,0.54,22.340022296544035
1,962,23,523,0.46,5,221,3,991,0,19,17,0.0,0,16.919273461150354
1,873,21,342,0.47,26,465,6,1289,0,51,47.33,0.03,0.81,30.311093871218
1,1150,36,580,0.42,54,798,3,1929,0,106,85.67,0.48,0.36,35.45723172628305
1,1351,86,991,0.4,37,549,15,1555,0,43,39,0.2,0.76,36.02572347266881
1,560,31,667,0.46,32,537,0,1176,0,32,28,0.59,0.51,41.67687074829932
1,1280,24,536,0.43,20,116,2,718,0,48,30,0.0,0,17.462395543175486
1,1635,62,263,0.38,36,566,31,1436,0,60,60,0.0,0,32.17339832869081
1,725,9,329,0.56,27,624,4,1316,0,99,63,0.69,0.51,27.023556231003038
1,1604,28,528,0.4,43,905,22,2273,0,126,87,0.36,0.44,34.11746590409151
1,426,44,67,0.4,9,133,1,522,0,40,24,0.0,0,19.480842911877396
1,4758,27,704,0.37,23,1002,18,2870,0,164,153.67,0.29,0.56,27.025783972125435
1,1223,26,995,0.47,29,698,4,2073,0,87,76,0.29,0.57,38.506512301013025
1,1063,22,248,0.4,6,202,9,1084,0,27,25,0.0,0,21.56180811808118
1,762,5,297,0.57,15,79,0,637,2,11,7.33,0.13,0.25,16.20408163265306
1,1899,28,1020,0.4,77,1077,6,2454,1,145,111,0.41,0.29,30.928687856560718
1,2221,12,1315,0.47,40,988,9,2315,1,125,106.33,0.52,0.5,29.193088552915768
1,1342,10,376,0.57,32,311,0,1477,1,41,36.67,0.05,0.88,28.238320920785377
1,2105,40,2056,0.46,78,1216,21,2830,1,167,121,0.38,0.58,33.60494699646643
1,2160,14,1295,0.45,74,977,5,2306,1,145,107.67,0.32,0.53,30.343018213356462
1,1093,28,385,0.41,27,703,6,1710,1,77,65.67,0.37,0.42,32.05380116959064
1,1152,12,797,0.57,40,196,7,994,0,48,43.33,0.39,0.84,29.425553319919516
1,1134,21,324,0.45,12,191,1,1104,0,52,27.33,0.1,0.45,22.16213768115942
1,672,18,167,0.51,42,233,2,831,0,38,26.33,0.0,0,12.972322503008424
1,530,0,542,0.61,27,317,5,736,0,28,24,0.43,0.93,34.338315217391305
1,715,14,1471,0.52,66,635,3,1423,0,65,64.67,0.6,0.7,60.26212227687983
1,872,12,189,0.44,9,69,12,374,0,11,9.67,0.02,1.0,16.38235294117647
1,968,12,631,0.54,32,179,2,838,0,37,34,0.37,0.8,29.2291169451074
1,3685,53,2518,0.38,91,407,38,2719,1,130,129.67,0.02,0.16,21.8278778962854
1,1068,21,492,0.44,25,628,3,1712,0,83,66.67,0.33,0.23,36.14485981308411
1,1394,22,533,0.45,70,926,8,2171,1,113,94.33,0.41,0.44,29.719484108705664
1,2483,7,513,0.44,74,973,4,2364,0,145,113,0.29,0.61,30.271150592216582
1,1824,53,727,0.43,38,752,6,2062,0,97,79.33,0.24,0.59,37.40349175557711
1,1658,21,593,0.48,69,964,3,2166,0,127,98.67,0.3,0.6,29.81163434903047
1,1369,12,983,0.52,48,212,1,1185,0,59,54,0.43,0.8,30.80506329113924
1,1352,49,390,0.45,32,689,10,1722,0,55,54.67,0.38,0.67,29.408246225319395
1,460,11,271,0.52,25,616,1,1397,0,72,57.67,0.69,0.59,32.210450966356476
1,1932,42,1048,0.4,25,242,3,1043,0,25,25,0.7,0.73,25.158197507190796
1,3015,42,520,0.32,76,131,6,1944,0,122,100,0.11,0.43,21.685699588477366
1,1112,16,503,0.5,42,983,6,1933,0,113,83,0.81,0.67,30.101914123124676
1,367,9,152,0.59,7,51,6,384,0,7,6.33,0.0,0,17.53125
1,1151,4,863,0.52,34,226,15,1218,0,34,33,0.3,0.73,23.346469622331693
1,1034,31,308,0.41,24,674,4,1574,0,75,63.33,0.37,0.39,31.978398983481576
1,299,10,91,0.6,10,167,0,483,0,22,16.67,0.32,0.74,11.720496894409937
1,592,20,301,0.53,10,128,12,734,1,15,15,0.3,0.48,24.419618528610354
1,1457,55,787,0.42,35,358,19,835,0,35,28,0.23,0.38,22.32694610778443
1,1312,23,784,0.4,19,614,6,1812,0,65,56,0.06,0.06,34.64845474613686
1,1323,12,745,0.5,57,687,3,1859,0,81,79.33,0.26,0.74,35.80634749865519
1,2417,16,528,0.44,74,969,5,2270,0,144,104.67,0.32,0.5,30.373568281938326
1,2529,17,558,0.44,77,1003,6,2404,0,148,114,0.33,0.48,30.661397670549086
1,930,1,460,0.52,32,183,20,1041,0,27,24.67,0.06,0.81,19.631123919308358
1,854,12,592,0.57,41,223,1,901,0,36,36,0.77,0.61,22.631520532741398
1,598,0,910,0.61,40,144,0,932,0,40,37.67,0.68,0.73,19.509656652360515
1,598,0,910,0.61,40,144,0,932,0,40,37.67,0.68,0.73,19.509656652360515
1,1636,145,1655,0.52,74,336,15,1684,0,69,68.67,0.79,0.65,24.93764845605701
1,958,20,318,0.49,21,529,5,1431,0,58,49.33,0.31,0.52,30.634521313766598
1,2459,17,520,0.46,74,978,5,2316,1,145,107.33,0.29,0.59,30.439550949913645
1,1471,28,1267,0.42,34,356,0,1619,0,184,89.33,0.2,0.04,21.21618282890673
1,2185,59,637,0.39,53,938,7,2449,1,117,86,0.23,0.65,34.72478562678644
1,496,22,422,0.56,14,196,2,681,0,14,14,0.49,0.69,22.239353891336272
1,2311,3,499,0.49,62,846,9,2009,0,121,93.67,0.28,0.69,28.35838725734196
1,1454,30,1694,0.3,20,454,12,1387,1,40,30.33,0.02,0.0,49.15428983417448
1,1278,20,468,0.52,48,835,10,1900,0,93,74.33,0.33,0.68,29.599473684210526
1,1350,1,1793,0.53,69,870,2,1799,0,105,81,0.86,0.44,29.20900500277932
1,681,34,758,0.51,16,172,17,1012,0,34,29,0.0,0,21.304347826086957
1,2890,41,497,0.4,9,737,11,1287,0,61,47.33,0.86,0.52,63.01554001554002
1,1750,44,479,0.41,43,1000,22,2268,1,72,69.33,0.78,0.64,30.529982363315696
1,1204,12,802,0.53,40,203,3,1074,0,49,43.67,0.38,0.77,29.60707635009311
1,1707,47,565,0.51,29,227,1,1299,0,93,59.33,0.01,1.0,23.81139337952271
1,1081,18,915,0.54,44,253,2,1134,0,49,45.67,0.47,0.6,30.941798941798943
1,1573,18,502,0.54,53,878,2,1939,0,104,80.33,0.29,0.87,29.261990716864364
1,2004,18,496,0.42,54,910,5,2070,0,96,87,0.21,0.53,33.9975845410628
1,378,11,32,0.6,5,76,3,370,0,15,12.33,0.0,0,15.77027027027027
1,1066,19,452,0.46,41,835,3,1935,0,87,78.67,0.4,0.48,35.671834625322994
1,1539,41,526,0.44,45,891,1,2128,0,93,85.33,0.82,0.63,32.30545112781955
1,1367,22,943,0.45,44,259,4,1195,1,54,50.67,0.5,0.42,30.828451882845187
1,1375,13,982,0.52,48,211,2,1174,0,60,54,0.44,0.71,30.744463373083477
1,1190,21,828,0.53,40,208,4,1063,0,49,44.67,0.4,0.63,29.850423330197554
1,2931,60,701,0.44,77,1345,17,3064,0,181,134,0.19,0.54,35.69810704960835
1,2939,32,808,0.42,109,1635,28,3428,0,222,165.67,0.23,0.73,36.649649941656946
1,1709,79,6627,0.35,94,402,2,2232,0,170,119.33,0.42,0.22,30.60394265232975
1,1663,33,808,0.49,56,1211,7,2672,0,116,103.67,0.33,0.47,32.4311377245509
1,167,1,119,0.71,6,223,2,497,1,41,28,0.9,0.75,22.826961770623743
1,2242,41,745,0.44,40,807,16,2236,0,111,77.33,0.19,0.66,34.735241502683365
1,585,3,86,0.45,17,55,3,393,0,6,6,0.64,0.64,16.46564885496183
1,1634,26,347,0.48,6,238,26,1252,0,66,54,0.0,0,19.435303514376997
1,1220,33,659,0.49,55,1114,4,2297,0,114,101.67,0.4,0.46,31.333043099695253
1,1643,25,946,0.46,44,263,2,1282,0,57,51.33,0.48,0.53,30.081903276131044
