page_with_posts,word_count,date_count,post_term_count,lexical_diversity,article_count,div_count,by_count,element_count,post_term_count_url,top_class_count,top_3_class_count,top_class_prop_total,top_class_prop_unique_words,mean_descendant_count
1,445,13,220,0.36,13,57,13,459,0,15,13,0.33,0.4,19.949891067538125
1,1637,16,1409,0.48,58,555,4,1367,0,65,60.33,1.15,0.42,16.79224579370885
1,581,10,304,0.58,12,128,3,605,1,14,13.67,0.17,0.77,24.282644628099174
1,8710,19,702,0.21,17,77,43,1039,0,17,17,0.94,0.65,17.40519730510106
1,1526,5,1690,0.6,77,483,3,1298,0,78,70,0.63,0.77,14.114791987673344
1,3491,33,787,0.36,75,1392,2,3764,0,233,164.33,0.44,0.26,34.83660998937301
1,706,17,168,0.55,14,381,5,813,1,43,35.67,0.92,0.51,29.648216482164823
1,462,22,366,0.46,12,189,1,551,1,15,13,2.1,0.16,17.328493647912886
1,1112,37,810,0.41,10,186,10,598,1,9,9,0.29,0.85,26.255852842809364
1,2033,31,962,0.39,48,985,6,2439,0,94,79.33,0.24,0.51,38.25830258302583
1,988,48,614,0.48,30,149,16,1072,1,36,31.67,0.0,0,24.01026119402985
1,2607,7,389,0.49,47,208,11,1252,0,47,47,0.77,0.68,10.552715654952078
1,443,1,525,0.62,25,295,1,678,0,26,21.67,0.38,0.9,33.833333333333336
1,488,1,359,0.59,21,187,2,791,0,50,26.67,0.27,0.7,13.950695322376738
1,488,1,359,0.59,21,187,2,791,1,50,26.67,0.27,0.7,13.950695322376738
1,1099,11,182,0.53,31,221,33,807,0,42,37,2.18,0.04,21.62825278810409
1,1099,11,182,0.53,31,221,33,807,0,42,37,2.18,0.04,21.62825278810409
1,293,0,560,0.76,9,208,1,699,0,24,14,0.14,0.92,17.911301859799714
1,833,6,155,0.53,15,105,1,725,0,12,8,0.13,0.31,16.044137931034484
1,1450,52,1213,0.43,33,720,6,2092,0,84,79.67,0.23,0.47,39.005736137667306
1,2345,9,199,0.41,40,285,7,1086,0,33,33,0.33,0.72,25.574585635359117
1,1097,32,754,0.48,56,230,4,1203,0,48,43,0.0,0,20.136325852036574
1,2911,20,718,0.44,61,1335,24,3095,0,152,113.33,0.29,0.39,36.87915993537965
1,1468,30,566,0.45,64,1001,8,2304,0,133,96.67,0.32,0.48,31.350260416666668
1,1686,43,666,0.32,15,188,15,777,0,25,23.67,0.63,0.46,24.525096525096526
1,1530,7,646,0.46,64,988,3,2342,0,125,106,0.13,0.61,37.286507258753204
1,4553,50,706,0.45,96,313,0,3810,0,91,72,0.0,0,23.582939632545934
1,2277,13,1220,0.42,101,464,0,2128,0,102,101.33,0.0,0,28.718984962406015
1,1478,44,548,0.44,63,925,12,2052,1,115,89.33,0.36,0.61,31.960038986354775
1,1014,0,189,0.6,8,315,2,919,1,24,21.33,0.0,0,22.906420021762784
1,616,1,59,0.55,15,90,1,569,0,28,23.33,0.11,0.8,17.13708260105448
1,1682,23,553,0.47,69,968,11,2139,0,137,101.67,0.4,0.67,32.10846189808321
1,1347,58,606,0.41,55,816,3,2051,0,91,83.67,0.4,0.49,35.47830326669917
1,805,8,886,0.36,9,154,0,458,0,12,9.33,0.1,0.85,23.78165938864629
1,1566,41,395,0.46,33,644,5,1550,1,88,65.67,0.21,0.61,33.928387096774195
1,511,1,554,0.64,28,299,1,691,0,29,24.67,0.44,0.93,34.31259044862518
1,971,31,148,0.55,39,241,1,624,1,33,31.67,1.58,0.22,22.068910256410255
1,641,15,364,0.5,12,626,13,1414,1,113,67.67,0.86,0.58,30.297029702970296
1,1526,18,701,0.48,46,958,6,2624,0,113,103.33,0.12,0.63,36.28201219512195
1,3254,29,1016,0.42,74,1271,12,3231,0,129,104.33,0.25,0.56,38.78365831012071
1,1169,19,464,0.54,23,238,4,970,0,46,33,0.39,0.76,21.249484536082473
1,1595,43,927,0.38,13,233,3,1091,0,34,33.67,0.03,0.21,23.698441796516956
1,1615,16,1419,0.48,58,549,3,1364,0,65,60.33,1.19,0.44,16.779325513196483
1,639,12,348,0.45,8,233,1,1046,0,114,59,0.41,0.0,40.55162523900574
1,1586,65,1227,0.36,65,498,6,1510,0,72,67.33,2.74,0.03,28.78675496688742
1,1063,88,506,0.52,25,595,3,1675,0,97,70.33,0.14,0.63,37.772537313432835
1,1056,22,373,0.52,27,567,3,1393,1,60,51.67,0.25,0.87,35.17085427135678
1,7642,357,7123,0.15,264,1416,20,9091,1,308,308,0.51,0.06,41.092729072709275
1,493,19,251,0.49,9,97,6,386,1,10,9.33,0.14,0.8,17.61917098445596
1,1793,33,669,0.44,75,1082,8,2369,1,149,112,0.36,0.45,33.40734487125369
1,1793,33,669,0.44,75,1082,8,2369,0,149,112,0.36,0.45,33.40734487125369
1,1860,123,2509,0.42,116,494,9,2016,1,116,116,0.86,0.41,28.107142857142858
1,1973,35,1361,0.42,43,890,9,2681,0,126,98.33,0.25,0.55,40.419246549794856
1,982,15,369,0.51,39,629,6,1445,0,62,59.67,0.36,0.68,27.12733564013841
1,1025,18,307,0.44,27,613,9,1416,1,63,54,0.65,0.62,26.79449152542373
1,1158,24,609,0.45,59,1113,3,2235,0,113,101.67,0.79,0.53,31.031767337807608
1,1033,5,384,0.54,26,114,0,711,0,26,24.33,0.65,0.69,18.60618846694796
1,808,64,858,0.43,15,198,10,950,1,50,41.67,0.07,0.0,32.2
1,2355,14,518,0.46,74,987,7,2356,0,145,110,0.33,0.61,30.460526315789473
1,563,29,599,0.48,15,153,18,925,1,30,25.67,0.0,0,20.394594594594594
1,1181,12,379,0.45,32,634,5,1488,1,57,52.67,0.55,0.62,28.831317204301076
1,2183,16,405,0.44,19,554,13,1753,0,69,58,0.07,0.45,30.456360524814603
1,2430,19,535,0.45,74,967,7,2259,0,144,104,0.31,0.62,30.34041611332448
1,1147,67,215,0.42,12,62,14,518,0,12,12,0.42,0.58,17.772200772200772
1,1481,12,493,0.48,42,937,3,2075,0,104,89,0.77,0.56,28.66987951807229
1,1407,59,522,0.47,45,772,10,2257,0,110,94,0.14,0.46,34.0788657509969
1,1813,1040,499,0.72,12,79,12,2590,0,1046,356.67,0.62,1.0,27.696138996138995
1,1646,85,1637,0.44,5,432,15,1622,1,43,43,0.64,0.52,24.84833538840937
1,2119,58,1898,0.5,104,400,43,2003,1,104,92.67,0.58,0.75,29.015976035946082
1,2068,50,604,0.4,41,882,8,2123,1,85,77,0.18,0.57,38.937352802637776
1,1462,32,181,0.52,39,259,3,799,0,62,49,0.78,0.76,23
1,1309,49,251,0.3,8,184,2,732,0,18,17,0.1,0.56,14.163934426229508
1,2032,53,673,0.35,41,878,4,2143,1,79,75,0.2,0.46,39.429304713019135
1,598,8,146,0.51,12,140,4,641,0,24,17.67,0.0,0,11.912636505460219
1,1112,26,577,0.49,51,1041,2,2141,0,113,94.33,0.8,0.64,30.744978981784215
1,772,22,325,0.5,15,548,3,1429,1,67,54,0.28,0.44,32.31700489853044
1,1138,28,498,0.42,38,689,4,1797,0,96,69.67,0.39,0.35,31.7590428491931
1,1027,29,434,0.41,14,146,14,564,0,20,17.67,2.2,0.12,22.02304964539007
1,2009,43,622,0.42,73,1151,10,2720,0,151,109.33,0.28,0.46,36.51323529411765
1,448,15,274,0.48,10,161,5,650,0,57,29,0.29,0.76,26.295384615384616
1,499,2,564,0.61,28,310,3,736,0,29,24.67,0.33,0.91,33.08288043478261
1,1035,13,288,0.38,10,160,17,724,1,35,24.67,0.0,0,16.743093922651934
1,338,8,129,0.52,5,236,0,565,1,31,30.33,0.0,0,11.376991150442478
1,1051,23,755,0.44,18,473,2,1463,0,53,48,0.06,0.04,33.15447710184552
1,2578,40,667,0.43,64,1062,22,2373,0,119,91.67,0.23,0.55,31.456805731142016
1,813,104,112,0.36,6,43,8,544,0,6,6,0.29,0.58,16.303308823529413
1,2363,13,553,0.47,74,976,8,2242,0,145,102.33,0.31,0.6,30.51650312221231
1,886,22,389,0.54,37,613,12,1334,0,63,57.67,0.31,0.71,29.53823088455772
1,692,62,231,0.52,9,151,6,874,1,49,34.67,0.09,0.04,16.165903890160184
1,1268,23,414,0.49,44,770,11,1700,1,91,71.67,0.26,0.63,31.184117647058823
1,1775,66,503,0.43,41,788,5,2036,0,80,72,0.18,0.7,34.397347740667975
1,1278,111,265,0.29,10,93,2,893,0,23,22.33,0.0,0,24.390817469204926
1,1165,25,465,0.36,16,232,2,891,1,77,43.67,0.09,0.08,27.681257014590347
1,1558,11,459,0.39,57,1213,1,2713,0,146,109.67,0.23,0.86,37.99815702174714
1,807,27,665,0.44,19,500,4,1404,1,49,47,0.08,0.04,36.20014245014245
1,2224,65,569,0.4,58,1216,19,2567,1,102,83.67,0.26,0.6,34.87923646279704
1,3828,8,773,0.37,50,1232,18,3232,0,148,117.33,0.27,0.56,30.10674504950495
1,1134,14,427,0.52,35,40,5,414,0,35,34.67,0.3,0.73,15.292270531400966
1,2656,51,793,0.43,89,1293,17,2740,0,175,136,0.29,0.64,33.042335766423356
1,2253,12,483,0.49,53,1019,6,2588,1,98,76.33,0.86,0.58,34.785548686244205
1,344,2,233,0.61,8,90,1,337,1,14,10,0.09,0.0,20.272997032640948
1,1089,37,377,0.41,25,644,1,1602,0,73,59.33,0.35,0.46,32.140449438202246
1,3146,50,594,0.36,10,420,25,1833,0,116,63.33,0.0,0,19.65848336061102
1,4594,40,1156,0.31,137,1993,36,4105,0,268,201.33,0.33,0.38,35.57856272838002
1,2379,11,1239,0.47,73,990,5,2689,0,122,101.33,0.32,0.64,38.46336928226106
1,1601,5,1158,0.37,83,1138,1,2455,0,162,124,0.89,0.57,34.76822810590632
1,963,38,425,0.46,44,715,1,1773,0,76,64.67,0.27,0.69,33.96164692611393
1,1916,34,1309,0.45,37,924,5,2761,1,99,89.67,0.24,0.8,39.5175660992394
1,2658,56,2132,0.42,82,1326,6,3628,0,143,137.67,0.06,0.01,43.035832414553475
1,1099,26,357,0.45,29,686,2,1693,0,73,63.67,0.28,0.39,31.80685174246899
1,2512,22,524,0.5,74,977,9,2339,0,145,110.67,0.3,0.7,30.388627618640445
1,1819,13,444,0.52,62,881,5,2135,0,119,96,0.36,0.63,30.14426229508197
1,8022,555,3129,0.15,243,1083,29,4888,0,132,123.67,0.09,0.01,48.89157119476268
1,1731,81,766,0.5,85,290,2,1382,0,72,54,0.53,0.53,21.755426917510853
1,1130,97,321,0.4,17,145,9,794,1,23,22,0.07,0.16,23.698992443324936
1,1728,92,1296,0.32,20,498,26,1861,0,52,48,0.08,0.0,24.460505104782374
1,1376,6,1057,0.44,56,334,62,1455,1,56,55.33,0.43,0.75,32.37938144329897
1,3764,59,227,0.27,10,23,13,379,0,31,17,0.01,0.03,19.564643799472297
1,1666,34,728,0.45,83,1250,4,2876,0,181,131.33,0.41,0.61,39.04450625869263
1,1896,36,901,0.44,110,1534,7,3144,0,186,161.33,0.52,0.41,33.028625954198475
1,813,34,180,0.45,7,89,5,734,1,14,9,0.45,0.6,14.724795640326976
1,960,26,125,0.51,31,205,2,580,0,49,37.67,0.72,0.54,21.337931034482757
1,828,5,385,0.51,29,607,2,1587,0,73,63.67,0.22,0.48,26.629489603024574
1,576,5,530,0.6,26,310,1,725,1,27,22.67,0.33,0.8,33.187586206896555
1,1044,31,350,0.41,24,634,1,1542,1,70,61.67,0.38,0.3,31.22697795071336
1,1591,14,1007,0.45,26,222,0,1506,0,55,36.33,0.06,0.44,21.87516600265604
1,1448,16,989,0.54,48,216,4,1143,0,59,54.67,0.38,0.81,30.93350831146107
1,1413,21,442,0.4,31,613,27,1785,0,78,62.67,0.22,0.62,33.73725490196078
1,1488,57,777,0.43,35,348,19,849,0,35,27.33,0.17,0.29,22.353356890459363
1,1594,38,627,0.39,28,228,5,949,1,38,32.67,0.0,0,26.75237091675448
1,2637,65,936,0.37,56,1309,22,3316,0,180,125.67,0.32,0.48,38.614294330518696
1,860,4,364,0.47,10,139,3,653,0,15,11.67,0.2,0.7,19.326186830015313
1,658,10,222,0.44,10,141,10,551,0,42,20.67,1.85,0.04,18.00181488203267
1,2180,30,644,0.44,62,1058,20,2611,0,115,90,0.35,0.65,31.66526235158943
1,2180,30,644,0.44,62,1058,20,2611,0,115,90,0.35,0.65,31.66526235158943
1,3078,61,587,0.42,81,1121,8,2827,0,123,105.67,0.19,0.68,35.367881146091264
1,1399,43,643,0.49,43,902,3,2250,1,112,88.33,0.25,0.76,34.09466666666667
1,2103,51,614,0.37,41,873,6,2102,1,77,74.67,0.22,0.52,38.91198858230257
1,1124,23,511,0.53,50,1005,4,2291,0,115,84,0.43,0.73,35.61195984286338
1,975,21,566,0.5,28,195,15,938,0,87,49,0.0,0,25.12046908315565
1,1166,7,232,0.55,15,128,5,3041,0,1047,466,0.0,0,22.119039789542914
1,1224,23,782,0.5,38,193,3,999,0,49,44,0.45,0.71,29.69169169169169
1,1408,7,859,0.5,42,203,6,946,1,47,43.67,0.42,0.77,29.146934460887948
1,1010,146,150,0.31,5,139,2,744,0,25,25,0.09,0.09,17.518817204301076
1,1191,34,547,0.48,40,804,2,1903,0,79,67.67,0.36,0.76,37.283236994219656
1,1189,92,292,0.37,10,61,7,638,0,48,22.67,0.09,0.51,27.512539184952978
1,1376,17,444,0.44,28,603,1,1550,0,70,57,0.25,0.5,32.62774193548387
1,2821,8,617,0.46,82,1040,13,2408,1,160,123.67,0.34,0.66,28.602574750830566
1,1192,41,172,0.44,12,363,5,949,1,36,30.67,0.37,0.63,34.37513171759747
1,602,11,332,0.51,13,119,1,583,0,18,18,0.16,0.6,24.571183533447684
1,1420,35,1010,0.39,26,687,5,2040,0,80,75.67,0.18,0.46,38.84656862745098
1,2499,51,473,0.33,48,887,5,2227,1,109,90,0.11,0.27,34.522227211495284
1,738,2,344,0.55,28,622,2,1328,0,64,57,0.28,0.75,31.178463855421686
1,976,35,405,0.39,33,130,34,821,1,33,27.33,0.24,0.04,21.92691839220463
1,932,33,422,0.42,21,201,1,868,0,32,27,0.0,0,22.903225806451612
1,528,2,545,0.61,28,299,0,683,0,29,24.67,0.43,0.91,34.64568081991215
1,697,8,91,0.54,17,52,2,441,0,10,7.33,0.12,0.06,16.875283446712018
1,2051,32,1433,0.4,49,1003,6,3097,1,121,112,0.13,0.4,37.71488537294156
1,618,13,230,0.46,7,418,2,927,0,58,43,0.93,0.77,27.588996763754047
1,1381,9,428,0.48,30,619,4,1559,0,59,57.33,0.07,0.49,32.42014111610006
1,649,21,304,0.48,12,164,0,614,1,12,10.67,0.17,0.88,21.13843648208469
1,3658,34,2525,0.46,190,2146,8,5126,0,403,288,0.57,0.45,42.384900507218106
1,3260,49,5285,0.38,114,850,11,3172,0,139,137,0.08,0.66,30.593947036569986
1,2732,39,5570,0.39,127,919,10,3283,0,117,115,0.07,0.69,30.828815108132805
1,618,16,268,0.48,7,306,0,804,0,12,9.67,0.0,0,29.492537313432837
1,669,15,864,0.35,30,394,0,1197,1,42,35,0.11,0.71,25.788638262322472
1,669,15,864,0.35,30,394,0,1197,1,42,35,0.11,0.71,25.788638262322472
1,807,17,5161,0.53,36,752,1,1379,1,48,40,3.04,0.24,25.514865844815084
1,576,34,135,0.45,10,60,5,490,0,10,10,0.76,0.53,13.955102040816326
1,884,27,492,0.44,36,672,1,1559,0,56,52.67,0.33,0.32,38.082103912764595
1,1680,13,1045,0.45,53,227,4,1157,0,63,58,0.45,0.62,31.302506482281764
1,744,4,113,0.57,27,87,1,547,0,10,8.67,0.13,0.57,13.338208409506398
1,1666,14,652,0.43,27,593,14,1999,0,113,71.67,0.14,0.5,32.757878939469734
1,809,11,393,0.48,40,663,3,1588,1,74,64.33,0.45,0.52,28.2808564231738
1,1595,3,805,0.45,94,1326,4,2912,0,164,139.33,0.04,0.57,30.574175824175825
1,1334,41,378,0.39,10,140,11,752,0,15,15,0.13,0.93,22.773936170212767
1,1647,51,153,0.46,9,138,16,612,0,13,13,0.01,0.31,20.648692810457515
1,2846,22,719,0.41,73,1263,29,3078,1,124,98.33,0.14,0.47,37.43339831059129
1,630,7,238,0.52,22,193,2,562,1,18,18,0.05,0.08,25.725978647686834
1,1101,18,492,0.45,25,625,7,1708,0,83,66.67,0.35,0.25,36.09543325526932
1,2041,29,442,0.48,35,644,4,1654,0,73,59.33,0.2,0.7,34.050181378476424
1,1484,38,494,0.46,59,913,3,2094,1,113,87.33,0.24,0.48,31.023400191021967
1,1481,45,148,0.49,38,265,2,694,1,43,39,0.64,0.68,23.45100864553314
1,1451,34,513,0.5,42,828,4,2029,0,102,80.67,0.22,0.86,35.77427304090685
1,923,72,901,0.36,51,227,0,962,0,51,51,0.61,0.19,16.24844074844075
1,686,28,203,0.52,8,92,3,599,1,15,13,0.29,0.5,20.76794657762938
1,1303,31,286,0.42,11,48,2,513,0,11,11,0.48,0.78,17.13450292397661
1,1411,7,346,0.55,42,696,4,1764,1,102,79.33,0.14,0.62,27.086167800453516
1,2166,70,189,0.42,39,273,5,839,0,86,68,0.76,0.54,24.083432657926103
1,1110,29,326,0.46,24,575,5,1410,0,48,45.67,0.76,0.47,32.690070921985814
1,824,2,276,0.51,29,648,1,1238,1,72,69.67,0.6,0.74,36.4200323101777
1,4590,32,569,0.29,111,233,6,2019,0,112,112,0.91,0.29,28.96235760277365
1,3681,27,498,0.35,101,219,13,1837,0,102,102,0.91,0.38,26.64071856287425
1,5038,46,546,0.29,106,235,2,1972,0,107,107,0.91,0.38,27.149594320486816
1,5750,49,652,0.28,127,285,20,2296,1,131,127.67,0.0,0,26.67203832752613
1,4258,52,601,0.32,122,249,11,2103,0,123,123,0.91,0.36,27.36186400380409
1,4258,52,601,0.32,122,249,11,2103,0,123,123,0.91,0.36,27.36186400380409
1,4496,198,1550,0.36,160,2216,41,4930,0,331,243.33,0.22,0.66,42.88498985801217
1,831,33,140,0.44,32,215,7,589,0,47,41,0.28,0.63,23.393887945670627
1,1614,13,548,0.47,54,890,15,2096,0,117,83.67,0.33,0.58,30.801526717557252
1,1109,18,1144,0.41,23,638,2,1686,0,97,84,0.94,0.67,37.5717674970344
1,374,23,105,0.4,12,376,1,791,1,48,32,0.83,0.5,31.212389380530972
1,1264,23,337,0.53,50,132,0,1057,0,64,54.67,0.0,0,24.575212866603596
1,1063,22,248,0.4,6,202,9,1084,0,27,25,0.0,0,21.56180811808118
1,1760,6,142,0.34,5,30,9,207,0,5,5,0.96,0.82,20.82608695652174
1,1427,30,693,0.4,73,1230,1,2705,0,150,123,0.46,0.43,36.15083179297597
1,1080,21,440,0.5,51,712,5,1734,0,82,77.33,0.12,0.57,32.86216839677047
1,1297,40,828,0.45,37,712,14,1796,0,62,59,0.19,0.5,29.38195991091314
1,1550,41,626,0.41,33,795,9,2092,1,69,66.67,0.18,0.39,36.63432122370937
1,1014,33,383,0.54,35,726,4,1642,0,97,69.67,0.36,0.91,35.326431181485994
1,1136,21,410,0.51,40,744,4,1500,0,87,66.33,0.37,0.8,36.58733333333333
1,995,25,272,0.43,17,520,2,1289,0,56,45.33,0.19,0.5,30.761055081458494
1,942,50,930,0.48,40,185,11,1100,0,39,34.33,0.64,0.53,21.75
1,1271,114,218,0.4,12,62,16,653,0,12,12,0.44,0.8,17.226646248085757
1,927,26,283,0.48,21,466,1,1239,0,47,43.67,0.22,0.63,30.92816787732042
1,1246,122,193,0.39,12,62,17,681,0,12,12,0.41,0.73,16.791483113069017
1,920,23,126,0.45,13,283,3,662,0,42,22.67,0.06,0.0,30.042296072507554
1,1356,16,486,0.45,47,912,2,2037,0,100,89.67,0.79,0.57,32.25429553264605
1,1316,9,1177,0.5,42,253,37,1457,0,42,41,0.18,0.84,22.326698695950583
1,1327,43,469,0.46,20,135,24,963,0,33,25.33,0.0,0,21.95846313603323
1,1150,29,529,0.49,42,939,2,1932,1,113,84.33,0.82,0.72,29.634057971014492
1,1233,19,962,0.56,48,211,3,1151,0,59,54.67,0.4,0.73,31.131190269331018
1,1109,18,1144,0.41,23,638,2,1686,0,97,84,0.94,0.67,37.5717674970344
1,510,0,547,0.63,28,311,0,727,1,29,24.67,0.34,0.8,33.415405777166434
1,1387,3,578,0.46,57,1051,4,2369,0,114,106,0.41,0.49,30.162937948501476
1,772,32,385,0.38,10,148,3,606,0,28,20,0.06,0.16,21.306930693069308
1,2475,10,518,0.45,68,926,8,2187,0,133,102,0.32,0.56,29.244627343392775
1,763,19,648,0.5,22,537,1,1365,0,45,42,0.07,0.09,39.96923076923077
1,982,19,287,0.51,24,547,4,1473,0,68,58.67,0.25,0.45,31.363204344874404
1,1565,20,2129,0.44,83,1699,4,4324,0,153,145.33,0.15,0.07,44.46623496762257
1,821,30,118,0.5,25,176,2,529,0,37,31.67,0.27,0.51,21.958412098298677
1,1179,14,368,0.48,35,661,13,1526,0,59,57.67,0.28,0.7,28.168414154652687
1,2704,32,905,0.43,112,1893,3,3804,0,246,188,0.39,0.57,35.52602523659306
1,3815,66,1187,0.35,122,2311,10,5578,0,294,215.33,0.32,0.4,40.58605234851201
1,3815,66,1187,0.35,122,2311,10,5578,0,294,215.33,0.32,0.4,40.58605234851201
1,935,4,301,0.54,19,117,7,761,1,95,68.67,0.22,0.44,23.528252299605782
1,905,12,365,0.45,19,476,1,979,0,36,30.33,0.03,0.7,36.438202247191015
1,520,14,783,0.56,5,572,1,1312,0,63,40,1.3,0.03,32.96112804878049
1,1114,16,503,0.5,42,983,4,1933,0,113,83,0.81,0.68,30.101914123124676
1,774,6,252,0.54,17,69,5,499,0,17,16,0.13,0.95,14.150300601202405
1,2232,3,481,0.48,70,871,11,1975,0,137,94.33,0.28,0.65,30.365569620253165
1,349,53,223,0.52,7,119,0,626,0,42,20,0.33,0.25,17.559105431309906
1,907,29,380,0.45,17,78,32,544,1,24,24,0.23,0.03,17.926470588235293
1,404,4,285,0.58,15,79,1,438,0,14,12.67,0.14,0.1,17.445205479452056
1,669,108,174,0.34,8,25,13,389,0,8,8,0.1,0.3,19.59383033419023
1,512,10,227,0.43,6,84,2,410,0,6,6,0.55,0.79,20.660975609756097
1,1509,15,884,0.45,39,798,1,2245,0,118,87.67,0.44,0.55,35.328285077951
1,2070,60,419,0.32,38,1049,17,2426,0,99,76,0.25,0.44,35.4035449299258
1,1122,21,320,0.43,27,525,2,1490,0,76,57.33,0.14,0.43,30.50536912751678
1,2027,23,661,0.37,60,1425,3,2765,0,124,112,0.22,0.66,35.373236889692585
1,680,8,502,0.57,79,1079,4,2108,1,141,112,0.34,0.8,34.309297912713475
1,1574,8,1581,0.58,72,469,1,1226,0,73,68.33,0.72,0.7,13.974714518760196
1,1975,50,403,0.31,11,172,15,763,0,28,24,0.0,0,17.450851900393186
1,1353,63,1134,0.58,81,556,7,2005,0,103,98.33,0.14,0.78,14.228927680798005
1,1297,67,1245,0.51,82,575,6,1976,0,96,89,0.82,0.44,14.021255060728745
1,1413,70,1278,0.55,93,602,6,2163,0,111,106.33,0.16,0.69,14.3666204345816
1,1500,33,549,0.47,57,1159,2,2279,0,113,100.67,0.85,0.68,31.406757349714788
1,12032,303,3302,0.18,123,565,103,3359,1,127,124.33,0.12,0.49,24.884489431378388
1,1038,11,368,0.52,25,675,4,1536,1,72,58.67,0.31,0.62,32.48046875
1,1580,11,660,0.42,50,972,24,2362,0,108,97,0.27,0.63,40.864521591871295
1,2018,52,1781,0.39,36,999,9,3182,0,138,128.67,0.08,0.01,40.54651162790697
1,1161,15,526,0.45,39,731,3,1740,0,80,67.67,0.3,0.51,35.66379310344828
1,1453,13,932,0.49,44,255,3,1149,0,55,49.33,0.52,0.6,30.72236727589208
1,1597,17,958,0.43,45,263,8,1219,0,57,51.33,0.55,0.44,30.821164889253488
1,1597,17,958,0.43,45,263,8,1219,0,57,51.33,0.55,0.44,30.821164889253488
1,491,7,1219,0.6,7,176,4,477,0,26,20.33,0.09,0.88,44.21174004192872
1,1862,11,486,0.46,54,753,5,1867,0,88,78.33,0.32,0.49,33.64916979110873
1,795,32,732,0.32,10,274,1,863,1,29,25.67,0.05,0.0,29.025492468134416
1,2597,14,570,0.46,77,1005,6,2310,0,148,107.33,0.3,0.61,30.62034632034632
1,340,2,502,0.62,18,189,19,710,0,17,13,0.12,0.48,23.43661971830986
1,1696,42,695,0.44,79,1362,2,2714,1,156,123.67,0.38,0.46,33.86735445836404
1,2015,48,625,0.39,42,872,7,2110,1,77,74.67,0.21,0.47,38.4042654028436
1,1128,41,463,0.47,33,894,2,1778,1,113,79.67,0.83,0.66,29.8970753655793
1,930,15,243,0.53,6,131,9,529,0,9,8,0.12,0.16,28.858223062381853
1,1004,29,267,0.54,24,494,3,1104,1,48,40,0.21,0.84,34.31159420289855
1,1524,25,354,0.47,19,614,6,1704,0,76,59.67,0.09,0.62,31.480046948356808
1,1654,39,441,0.28,37,634,5,1415,0,52,47.33,0.24,0.27,39.492579505300355
1,1299,1,1110,0.46,63,690,6,1645,0,96,72,0.97,0.5,43.20911854103343
1,874,4,860,0.66,45,439,4,947,0,73,54.33,0.92,0.49,29.810982048574445
1,3818,155,716,0.3,32,184,9,2540,1,32,32,0.29,0.69,18.27244094488189
1,3521,26,1987,0.41,109,1288,8,3730,0,172,148,0.35,0.57,41.36166219839142
1,1029,38,534,0.45,45,947,1,1840,0,113,86,0.8,0.58,30.065217391304348
1,2159,20,3072,0.4,46,1139,3,4053,0,247,235.67,0.1,0.03,39.42462373550457
1,1488,32,153,0.42,11,296,12,751,0,26,23.33,0.03,0.0,27.637816245006658
1,1155,36,297,0.43,13,125,20,1191,0,19,19,0.06,0.55,18.24685138539043
1,2540,34,360,0.41,21,732,10,1695,1,90,69.67,0.92,0.51,33.47079646017699
1,1174,29,578,0.45,50,1030,4,2084,0,113,95.67,0.82,0.62,31.324376199616122
1,1249,17,443,0.52,46,802,4,1734,0,112,81.67,0.48,0.59,37.522491349480966
1,1116,7,240,0.6,9,156,11,737,0,45,45,0.46,0.86,11.789687924016283
1,1122,39,856,0.36,18,567,4,1734,0,66,60.67,0.07,0.03,37.38869665513264
1,1483,36,404,0.48,28,681,12,1582,1,72,59.67,0.17,0.53,34.94690265486726
1,3497,9,3430,0.49,104,486,15,2564,0,150,121.67,0.01,0.25,11.455928237129486
1,1513,19,476,0.47,52,801,3,1969,1,119,98.33,0.43,0.5,34.728288471305234
1,1181,33,265,0.4,16,432,1,1083,0,41,38,0.94,0.53,28.05540166204986
1,581,43,154,0.39,12,400,16,986,0,35,30.67,0.26,0.54,33.1764705882353
1,868,43,359,0.32,15,208,4,765,0,37,29.67,0.09,0.0,27.84967320261438
1,1117,27,910,0.41,27,620,5,1767,0,78,67.67,0.09,0.03,37.40407470288625
1,1341,20,98,0.55,18,264,2,1355,0,38,34,0.05,0.75,27.9549815498155
1,899,20,380,0.4,32,657,1,1464,1,69,64,0.86,0.38,33.92213114754098
1,2097,27,812,0.43,116,1261,8,3026,1,185,146.67,0.39,0.5,33.87673496364838
1,393,15,139,0.6,33,163,4,690,1,33,24.67,0.0,0,12.533333333333333
1,377,14,161,0.63,15,200,3,585,0,15,15,0.65,0.63,31.504273504273506
1,563,1,572,0.56,28,299,4,695,0,29,24.67,0.45,0.77,34.27625899280576
1,630,18,99,0.51,10,230,6,575,0,34,18,0.07,0.0,28.83304347826087
1,1390,38,569,0.47,66,1149,5,2320,0,115,105.33,0.38,0.47,31.443103448275863
1,1449,7,549,0.51,59,928,3,1957,0,121,88.67,0.4,0.48,37.66479305058763
1,957,40,438,0.38,37,785,2,1961,0,85,69.67,0.35,0.42,34.757266700662925
1,1289,33,523,0.36,42,818,6,1975,0,107,73.33,0.47,0.45,34.40506329113924
1,867,29,813,0.52,38,877,3,2282,1,71,62.33,0.19,0.93,36.98685363716039
1,4751,5,1154,0.36,86,419,20,1881,1,110,102,0.91,0.5,34.08399787347156
1,1245,32,569,0.44,47,1082,5,2145,0,113,92,0.82,0.7,31.513286713286714
